id,published at,channel Id,channelTitle,title,description,tags,thumbnailUrl,category Id,view count,like count,comment count,duration,caption,channelLabel,matched_terms,matched_count
5eWGxBI7W-M,2025-07-08T12:11:02Z,UCQVGAwZGA9jrH2XF7feK2xQ,自民党,#石破茂 総裁記者会見(2025.7.8),"安倍晋三元総裁が参院選の選挙運動中に銃撃され、死去してから7月8日で3年が経過しました。安倍元総裁の命日である8日、石破茂総裁は安倍元総裁が死去した奈良市内にある安倍元総裁の慰霊碑「留魂碑」に献花し、黙とうを捧げました。

詳細はこちら
https://www.jimin.jp/news/information/211044.html

#奈良県",[],https://i.ytimg.com/vi/5eWGxBI7W-M/hqdefault.jpg,25,481,12,0,PT2M15S,false,自民党,参院;参院選;石破;茂,4
HJ7dY3IHDFE,2025-07-08T12:04:49Z,UCQVGAwZGA9jrH2XF7feK2xQ,自民党,【石破茂総裁 演説（全編）】鹿児島県 #そのだ修光 候補 （2025.7.7）,"#鹿児島県 のみなさん、
あなたの1票を そのだ修光 候補へ！

＜そのだ修光 候補情報＞
YouTube : https://www.youtube.com/channel/UCczSnQdEudORyyGNCY3CTKg
X : https://x.com/shuko_sonoda
Instagram : https://www.instagram.com/sonoda.shuko/

＜参院選2025特設サイト＞
https://special.jimin.jp/

#参院選2025 #自民党 #石破茂",[],https://i.ytimg.com/vi/HJ7dY3IHDFE/hqdefault.jpg,25,371,7,0,PT17M35S,false,自民党,参院;参院選;石破;自民;自民党;茂,6
Y35ndN7OR-Y,2025-07-08T11:44:31Z,UCQVGAwZGA9jrH2XF7feK2xQ,自民党,【石破茂総裁 演説（全編）】奈良県 #堀井いわお 候補 （2025.7.8）,"#奈良県 のみなさん、
あなたの1票を 堀井いわお  候補へ！

＜堀井いわお候補情報＞
YouTube :   @参議院議員堀井巌 

＜参院選2025特設サイト＞
https://special.jimin.jp/

#参院選2025 #自民党 #石破茂",[],https://i.ytimg.com/vi/Y35ndN7OR-Y/hqdefault.jpg,25,316,8,0,PT22M28S,false,自民党,参院;参院選;石破;自民;自民党;茂,6
DO2D9D9VteA,2025-07-08T11:06:17Z,UCQVGAwZGA9jrH2XF7feK2xQ,自民党,【演説動画】#石破茂 総裁（2025.7.8）,"地方創生
日本の農業を世界一にする
日本の水産業を世界一にする
日本の林業を世界一にする

いつの時代も国を変え、
歴史を変えるのは地方であり
その力をお持ちなのは皆さま方だけです

あなたの1票を自民党へ  

参院選2025特設サイト
https://special.jimin.jp

#自民党 #参院選2025",[],https://i.ytimg.com/vi/DO2D9D9VteA/hqdefault.jpg,25,7858,49,0,PT57S,false,自民党,参院;参院選;石破;自民;自民党;茂,6
EsXt3pwxQoQ,2025-07-08T12:40:06Z,UCghxR0rXQOH31bZwzTBY-yw,立憲民主党,野田佳彦代表が安倍元総理の命日に追悼　#北海道  #追悼   #参院選 #野田佳彦 #立憲民主党 #shorts,"参院議員選挙において野田佳彦代表が北海道選挙区の勝部けんじ候補と街頭演説を行いました。
野田代表は、安倍元総理の命日である今日、ご冥福をお祈りし、改めて暴力に屈せず街頭演説をし続ける決意を表明しました。
#北海道  #追悼   #参院選 #野田佳彦 #立憲民主党

◆チャンネル登録＆高評価お願いします！◆
https://www.youtube.com/channel/UCghxR0rXQOH31bZwzTBY-yw

これからも立憲民主党をよろしくお願いいたします。

◆立憲民主党国会情報
 https://www.youtube.com/@cdp_kokkai

◆立憲民主党 X
https://twitter.com/CDP2017

◆立憲民主党 Instagram
https://www.instagram.com/cdp2019.jp/

◆立憲民主党 TikTok
https://www.tiktok.com/@cdp_rikkenminshu

◆立憲民主党 LINE
https://page.line.me/rikken?openQrModal=true

◆立憲民主党 Facebook
https://www.facebook.com/rikkenminshu",[],https://i.ytimg.com/vi/EsXt3pwxQoQ/hqdefault.jpg,25,7348,167,14,PT1M31S,false,立憲民主党,参院;参院選;立憲民主党,3
AhZSuX009ig,2025-07-08T09:15:48Z,UCghxR0rXQOH31bZwzTBY-yw,立憲民主党,その家賃、高くないですか？　#家賃 #物価 #高い #学生 #補助 #立憲民主党,"物価・家賃は上がっているのに、賃金はなかなか上がらない。
学生たちも家賃のためにバイト。
その状況を立憲民主党が変えます！

・公営住宅の増加
・新たな家賃補助

住まいの安心　整備します。
安心して住める社会を。

#家賃 #物価 #高い #学生 #補助 #立憲民主党

◆チャンネル登録＆高評価お願いします！◆
https://www.youtube.com/channel/UCghxR0rXQOH31bZwzTBY-yw

これからも立憲民主党をよろしくお願いいたします。

◆立憲民主党国会情報
 https://www.youtube.com/@cdp_kokkai

◆立憲民主党 X
https://twitter.com/CDP2017

◆立憲民主党 Instagram
https://www.instagram.com/cdp2019.jp/

◆立憲民主党 TikTok
https://www.tiktok.com/@cdp_rikkenminshu

◆立憲民主党 LINE
https://page.line.me/rikken?openQrModal=true

◆立憲民主党 Facebook
https://www.facebook.com/rikkenminshu","['政治', '立憲', '民主主義', '選挙', '社会問題', '国会', '自民党', '公明党', '国民民主党', 'れいわ', '衆議院', '参議院', '政治ニュース', '参政党', '共産党', '議員']",https://i.ytimg.com/vi/AhZSuX009ig/hqdefault.jpg,25,8140,53,7,PT31S,false,立憲民主党,公明党;参政党;国民民主党;立憲民主党;自民;自民党,6
PIizD_puzbg,2025-07-08T09:16:39Z,UCghxR0rXQOH31bZwzTBY-yw,立憲民主党,＼📢いま、あなたができること／,"今、参院選。
応援したい政党はあるけれど、何をしたら良いかわからない。ただ、投票に行くだけでいいの？

そんなあなたに出来ることがあります。
選挙中も、そうでない時も
いつでもあなたの活動が、立憲のチカラになります。

詳しくは🔽
https://cdp-japan.jp/campaign/kokkai_you_changed_it/what-you-can-do#election-you-can


◆チャンネル登録＆高評価お願いします！◆
https://www.youtube.com/channel/UCghxR0rXQOH31bZwzTBY-yw

これからも立憲民主党をよろしくお願いいたします。

◆立憲民主党国会情報
 https://www.youtube.com/@cdp_kokkai

◆立憲民主党 X
https://twitter.com/CDP2017

◆立憲民主党 Instagram
https://www.instagram.com/cdp2019.jp/

◆立憲民主党 TikTok
https://www.tiktok.com/@cdp_rikkenminshu

◆立憲民主党 LINE
https://page.line.me/rikken?openQrModal=true

◆立憲民主党 Facebook
https://www.facebook.com/rikkenminshu","['政治', '立憲', '民主主義', '選挙', '社会問題', '国会', '自民党', '公明党', '国民民主党', 'れいわ', '衆議院', '参議院', '政治ニュース', '参政党', '共産党', '議員']",https://i.ytimg.com/vi/PIizD_puzbg/hqdefault.jpg,25,892,57,3,PT25S,false,立憲民主党,公明党;参政党;参院;参院選;国民民主党;投票;立憲民主党;自民;自民党,9
RAWz3C0569U,2025-07-07T20:57:13Z,UCWt-OZ_PzMvXHijm9J87zKQ,日本維新の会,【LIVE配信】2025年7月7日(月) 17:00～ 数寄屋橋交差点前【街頭演説】,"★★★★★　チャンネル登録お願いします　★★★★★

日　時：2025年7月7日(月) 17:00～
場　所：数寄屋橋交差点前　https://maps.app.goo.gl/MrtxrN7z58yKEgV26
弁　士：参議院東京選挙区支部長 #おときた駿、参議院比例区選挙区支部長 #やながせ裕文  他


【 関連URL 】
日本維新の会 HP：https://o-ishin.jp/
日本維新の会 YouTube：https://www.youtube.com/@OishinJpn
日本維新の会 X(Twitter)：https://twitter.com/osaka_ishin
日本維新の会 Facebook：https://www.facebook.com/nipponishinn...
日本維新の会 Instagram：https://www.instagram.com/nippon.ishin/
日本維新の会 LINE：https://page.line.me/693ijysx

#横山英幸
#日本維新の会
#社会保障改革
#社会保険料から暮らしを変える",[],https://i.ytimg.com/vi/RAWz3C0569U/hqdefault.jpg,25,3048,213,9,PT47M36S,false,日本維新の会,日本維新の会;東京,2
81BKFG0jY00,2025-07-08T01:19:58Z,UCWt-OZ_PzMvXHijm9J87zKQ,日本維新の会,【参院選】社会保険料を下げるLIVE    7/7(月)  #社会保険料　#参議院選挙,"★高評価・チャンネル登録お願いします★

#維新ライブ  特別編～参院選・社会保険料を下げるSP～
阿部総務会長が参院選をぶち抜くために、社会保険料を下げる作戦会議を開催！
全国で参院選を戦う維新の候補者たちもご紹介！
視聴者からの疑問・質問にお答えしますので、奮ってコメントお寄せください！

日時：7月7日（月） 21:00～
出演：#阿部司 総務会長
 　　　 #浦平よしひろ　参議院 和歌山選挙区
　　　  #岡崎ふとし　　参議院 大阪選挙区
　　　  #佐々木りえ　　参議院 大阪選挙区

【 関連URL 】
日本維新の会 HP：https://o-ishin.jp/
日本維新の会 YouTube：https://www.youtube.com/@OishinJpn
日本維新の会 X(Twitter)：https://twitter.com/osaka_ishin
日本維新の会 Facebook：https://www.facebook.com/nipponishinn...
日本維新の会 Instagram：https://www.instagram.com/nippon.ishin/
日本維新の会 LINE：https://page.line.me/693ijysx

#日本維新の会  ＃日本維新 #維新 #吉村洋文 #前原誠司  #社会保険料 #社会保障改革 #消費税 #物価高対策  #参議院選挙","['大阪維新の会', '大阪維新', '国民民主党', '自民党', '立憲民主党', 'れいわ新選組', '公明党', 'リハック', 'ReHacQ', '石丸伸二', '石破茂', '玉木雄一郎', '野田佳彦', 'PIVOT', 'ひろゆき', '古舘伊知郎', 'abema', '堀江貴文', 'ホリエモン', 'プライムニュース', '松井一郎', '橋下徹', '日本維新', '国民民主', '自民', '立憲', '維新の会']",https://i.ytimg.com/vi/81BKFG0jY00/hqdefault.jpg,25,2120,160,17,PT1H9M6S,false,日本維新の会,れいわ新選組;伸二;候補者;公明党;参議院選挙;参院;参院選;国民民主党;大阪;日本維新の会;玉木;石丸;石破;立憲民主党;自民;自民党;茂;雄一郎,18
QMkyh9A6sj8,2025-07-08T06:04:19Z,UCWt-OZ_PzMvXHijm9J87zKQ,日本維新の会,2025年7月8日(火) 吉村洋文大阪府知事 定例会見,"【 日本維新の会　HP 】
https://o-ishin.jp/

【 大阪維新の会　HP 】
https://oneosaka.jp/

#日本維新の会
#大阪維新の会
#吉村洋文",[],https://i.ytimg.com/vi/QMkyh9A6sj8/hqdefault.jpg,25,4136,188,17,PT59M22S,false,日本維新の会,大阪;日本維新の会,2
