videoId,parentId,commentId,isReply,authorDisplayName,text,likeCount,publishedAt,updatedAt,authorChannelId
6kwzQ-_sXnU,,UgxjfIuPlSHac7Am8VV4AaABAg,False,@boku4869,"さっき須磨で見て、登録しました。
頑張ってくださいー🙂",8,2025-07-07T11:13:58Z,2025-07-07T11:13:58Z,UCJoudJBTu_TcZKM8l9vwt1g
,UgxjfIuPlSHac7Am8VV4AaABAg,UgxjfIuPlSHac7Am8VV4AaABAg.AKH-41lEuYSAKH-eVt0_dS,True,@Natural_Organic_Rose,お声がけいただいた方でしょうか？チャンネル登録していただきありがとうございます😊,5,2025-07-07T11:19:05Z,2025-07-07T11:19:05Z,UC0-_JIls32BbAqqMH5-Zhrg
,UgxjfIuPlSHac7Am8VV4AaABAg,UgxjfIuPlSHac7Am8VV4AaABAg.AKH-41lEuYSAKH5xvS-awo,True,@Yushi-PaPa,チャンネル登録ありがとうございます💐😊,1,2025-07-07T12:14:10Z,2025-07-07T12:14:10Z,UCdke-Egib0F-UxxaPxO4RCA
Bru9vHl3X4o,,Ugx5YQC045fP5nPsjup4AaABAg,False,@舟橋道夫-f4r,おはようございます。杉田水脈様頑張ってください。🤗,0,2025-07-15T20:56:19Z,2025-07-15T20:56:19Z,UC_8vT1p_NXrF_KFJo4sRbmQ
Bru9vHl3X4o,,Ugz7JmJUYHoejOEL1p94AaABAg,False,@junichiueda6546,議員定数下げ無いと議員一人の力は小さ過ぎる。,0,2025-07-15T13:43:09Z,2025-07-15T13:43:09Z,UCVWEwFwnSDBbN656B36zPgw
Bru9vHl3X4o,,UgwXh510GT4seY15HGp4AaABAg,False,@アリエンナーレ,広島行って岸 田を踏み潰して来て下さい,0,2025-07-14T20:35:22Z,2025-07-14T20:35:22Z,UCm-vG2j1EQilXIQS_4h3r6g
Bru9vHl3X4o,,Ugyr5X6i8hqiFfYqEzV4AaABAg,False,@森田一穗,杉山さんもう議員は無理だよ!落選して下さい。,0,2025-07-13T23:53:27Z,2025-07-13T23:53:27Z,UCKwev-Qpa-fWbBehasI35vA
Bru9vHl3X4o,,UgzYp6oyPwtOaWJZFql4AaABAg,False,@lsawe,がんばれー🎉,0,2025-07-13T22:29:13Z,2025-07-13T22:29:13Z,UCXNShrNiqFqt9DHOaotucQQ
Bru9vHl3X4o,,UgxWgyHKo_n_5n8QADx4AaABAg,False,@taku578,今の自民党主流派は全く存在価値がないとしか思ってませんが、杉田候補は当選して議員として自民党を立て直す力となって欲しいです。,0,2025-07-13T14:12:31Z,2025-07-13T14:12:31Z,UCo5jC4VAOHas69zh3JaOCww
Bru9vHl3X4o,,UgycaKzzayZRSEdssvF4AaABAg,False,@のん-g2n9i,頑張れ！,0,2025-07-13T09:03:47Z,2025-07-13T09:03:47Z,UCGGfKOiWlaYI40WSMFqGSWg
Bru9vHl3X4o,,UgwwD1saTJlji34YbzR4AaABAg,False,@yuckyzzzz,"迷惑ホルダーに入る、なおしても。
こんな熱いのは初めて聞いた。",0,2025-07-13T00:28:36Z,2025-07-13T00:28:36Z,UCsOKgEn2UkLzzBnZ92xdbJA
Bru9vHl3X4o,,UgyRplN0sojAfAOpu3d4AaABAg,False,@佳男大野,食料やエネルギーを反日カルト議員に任せられんのか？,1,2025-07-12T23:58:22Z,2025-07-12T23:58:22Z,UCPSTLIspDcnUTP5dON5DP1A
Bru9vHl3X4o,,Ugw5BAemtGj-wJ4EVBJ4AaABAg,False,@333masuko9,杉田水脈の1564万円の裏金について、 きちんと説明してください❗️,0,2025-07-09T17:08:56Z,2025-07-09T17:08:56Z,UCqYiSdWfp5x7kqOyUgXEU3A
Bru9vHl3X4o,,UgxUZ_ZCukDWUVXhV_l4AaABAg,False,@thunder-kyoko,"外交無茶苦茶してるのは
自民党の岩屋さんでしょう？笑
自民党に投票する人  個人に投票しても、例えこの方がいい人だとしても、自民党はもう無理です。
増税、夫婦別姓推進に反対してくれますか？移民政策に反対してくれますか？",0,2025-07-09T13:24:48Z,2025-07-09T13:24:48Z,UCnsmuD0_43WIqK6KCnUmCCg
Bru9vHl3X4o,,UgwCOlVF0MZZ1GWs_D14AaABAg,False,@フーガ-g8q,杉田さんは応援するけど自民党はダメだよ。,4,2025-07-08T23:45:06Z,2025-07-08T23:45:06Z,UCvEeNofN9e5l2mqKM9betGQ
