videoId,parentId,commentId,isReply,authorDisplayName,text,likeCount,publishedAt,updatedAt,authorChannelId
pWwCTGV1Tgo,,UgyOOc7rz_Ddn4gpanN4AaABAg,False,@みとボランティア,投票しました！,0,2025-07-07T05:02:06Z,2025-07-07T05:02:06Z,UCAKAG8ZP6mJvnWPbQir9Zcg
pWwCTGV1Tgo,,UgzPf_CxVt-40mAxKqR4AaABAg,False,@みとボランティア,みんなも、いきましょう,0,2025-07-07T05:02:30Z,2025-07-07T05:02:30Z,UCAKAG8ZP6mJvnWPbQir9Zcg
QMkyh9A6sj8,,UgxSe1hwFx70xnScVIp4AaABAg,False,@灘高校クワトロ,コロナ対策,0,2025-07-15T10:15:53Z,2025-07-15T10:15:53Z,UCI6ga-pIChtb2IGpZWBKjSA
QMkyh9A6sj8,,UgwZxKnTEwMQybMCXWl4AaABAg,False,@takamovie4432,週末の天気が怪しいです,0,2025-07-08T12:46:44Z,2025-07-08T12:46:44Z,UCazksgBShrCn5trAXq7NVkw
QMkyh9A6sj8,,UgwMXOxjlPs6-mDnK014AaABAg,False,@チカ-g6x,党論に演説🎤そして長丁場の会見🎤ほんとに毎日お疲れ様です😆　応援しています✊,0,2025-07-08T11:40:59Z,2025-07-08T11:45:57Z,UCLb1FbRHFcSq-ROMKfRM6hA
QMkyh9A6sj8,,UgwvUzMLTmqkQidbfu54AaABAg,False,@yuzu-mi-chan,吉村知事　いつも素早い対応でありがとうございます💚ほんと　行動力に頭が下ります💚　関西万博　ビール飲みながら楽しめるのは嬉しいです　今週の金曜日に行きます　大阪に宿泊して翌日もブルーインパルス楽しみますね💕大阪の街大好きです　維新が変えてくれた大阪の街を満喫しますね　ありがとうございます💚,0,2025-07-08T11:38:33Z,2025-07-08T11:39:20Z,UCF_j8bfcqSDuHtO2V9WkI-Q
QMkyh9A6sj8,,UgzQTnIUlxAvpHMgdGt4AaABAg,False,@塚本和子-w1y,知事、ＳPさん、手話通訳さん、スタッフさんお疲れ様でした❢定例会見有りがとうございました❢色々楽しみが、増えますね!政務付いてお話が、有りました❢維新の会応援して居ます!頑張ってください!,3,2025-07-08T08:56:28Z,2025-07-08T08:56:28Z,UCH_ySm0c2g5pv_XwOIAQa9w
QMkyh9A6sj8,,UgxcSrdeIwr2-2G_T8N4AaABAg,False,@吉田靖司-k2j,万博も維新しだい、身を切るも、切らないも、維新しだい、大阪を中国にプレゼントも、,0,2025-07-08T08:31:16Z,2025-07-08T08:31:16Z,UCEmOC2C7_7CyToir8MW6hqA
QMkyh9A6sj8,,UgxM5cHBgo5vYlTRWxJ4AaABAg,False,@山本芳子-w9s,"吉村知事定例会見お疲れ様でした
参政党って胡散臭いよね粉物禁止とか何処かの宗教がバックに居ると言われてる其処は文春当たり頑張って記事にして欲しい
それに日本人ファストと言われ保守を売りものにしている参政党、日本保守党って私から見れば男性ファストひと昔前に戻りそう
神谷って愛人居るみたいだし、百田は女は25歳迄出産しなきゃ子宮取り上げるんだって、後でSFとか苦し言い訳してたけど小さな政党だからか代表辞め無かったカリスマ百田で金儲けまだ考えてるだよ
私から言えば維新親中って攻撃して分断計って憲法改正政党潰そうとしてる党こそスパイだと思います
吉村知事頑張り過ぎご身体心配只々ご自愛してくださいね🙇🙇🙇",4,2025-07-08T08:13:55Z,2025-07-08T08:13:55Z,UC4rOdRh-zghwiePK3qtxT7w
QMkyh9A6sj8,,UgxCVeNi91Cz_j5QS2l4AaABAg,False,@Yaruzo-go8kw,本日の、暖簾に腕押し、「各候補者単体がライブして」。「コメント返して」。,2,2025-07-08T07:42:31Z,2025-07-08T07:42:31Z,UCdhAm6wUU9bqpP-v--T2XpA
