videoId,parentId,commentId,isReply,authorDisplayName,text,likeCount,publishedAt,updatedAt,authorChannelId
hJC8la--5O8,,UgwqAihJnFw67ZulAGJ4AaABAg,False,@麻呂似梁押,奥村よしひろさんがんばって～👊,2,2025-07-04T11:41:26Z,2025-07-04T11:41:26Z,UC6Ud7m9uiV1Gc9T0OiKs8yw
V7X7ble_kNg,,UgyGM7Kad70EYys2ivJ4AaABAg,False,@正人-s1b,ファンです，綺麗です,0,2025-07-15T09:41:10Z,2025-07-15T09:41:10Z,UCVXcFaNA0RLUuJuYw2i-smQ
V7X7ble_kNg,,UgwP-8XtQuap-XP6asR4AaABAg,False,@たけちゃん-y1l,都民ファーストがいいね,0,2025-07-05T08:39:32Z,2025-07-05T08:39:32Z,UCmuyeHEdnXS_5h76_35PUSA
V7X7ble_kNg,,Ugy4FqLkEP3iMjTwoNl4AaABAg,False,@hananreldy4395,Finally! この話題を待っていました! 😇,0,2025-07-05T03:09:30Z,2025-07-05T03:09:30Z,UCxXpmbfnZhINppsEV63gVnw
kVl5qgdepF4,,UgwsjtfFp1m1OgSq5ml4AaABAg,False,@兼次章,ありがとうございます🙇,3,2025-07-05T12:58:59Z,2025-07-05T12:58:59Z,UCbEnPQ3B6CuiUhzKO59W7dA
kVl5qgdepF4,,Ugybrivg9YPGOd4JdX14AaABAg,False,@あますのに,"戦後日本人は、政教分離を当然の正義のように認識しているが、
大統領就任式にも聖書を使国する国に押し付けられたタワゴトである。
ケント・ギルバート氏によれば、米国では弁護士と宣教師は同類であると。
プロパガンダは諸刃の剣である。実は現在の米国における宗教の苦衷は、
日本におけるＧＨＱの大罪の、副作用である。",0,2025-07-05T00:53:46Z,2025-07-05T00:53:46Z,UCa6y-62Z0P66cPzd2M1-Dqg
ZjPu8SAqhro,,UgxZTYwrDceIKnJYTiN4AaABAg,False,@ミュウミュウ-c2q,ベッド減らすことに大金使うて、それなんやねん！なにが経世済民😡,1,2025-07-15T14:03:58Z,2025-07-15T14:03:58Z,UCrB8-cqlirjKYQruprAzhqw
ZjPu8SAqhro,,Ugw6LJcyWGVQoYub4O94AaABAg,False,@tomokoenomoto754,倉林明子さん、その通り。なぜ、自民、維新、公明は、国民からしたら悪い法案持ってくるのでしょうか。国民イジメ、弱いものイジメを許さない倉林明子さんが、国会に必要です。頑張って欲しい😊倉林明子明子さん一択。日本共産党は、ブレずに国会に寄り添う党頑張って欲しい！応援します😊,0,2025-07-10T03:24:36Z,2025-07-10T03:24:36Z,UCGVPvr45KIDNRSDSm7vIwYQ
,Ugw6LJcyWGVQoYub4O94AaABAg,Ugw6LJcyWGVQoYub4O94AaABAg.AKNsjyNGzLSAKNsrvifdc3,True,@tomokoenomoto754,国会じゃなく国民でした😊,0,2025-07-10T03:25:42Z,2025-07-10T03:25:42Z,UCGVPvr45KIDNRSDSm7vIwYQ
ZjPu8SAqhro,,Ugw8kTt0-V5y77XQTv54AaABAg,False,@kdc-kikaku,"国民の声を聞いて、誠実で真っ当な倉林さん、西山さん。
政治家は基本、これくらいの方が標準であってほしい。",1,2025-07-06T04:32:46Z,2025-07-06T04:32:46Z,UC37fMP_zbgg8-_Ag9ajKY1A
