videoId,parentId,commentId,isReply,authorDisplayName,text,likeCount,publishedAt,updatedAt,authorChannelId
HNSteXdebwU,,Ugzn7y3S19m6AMUOxO54AaABAg,False,@money_gateway,この動画に関するご質問・ご感想や、今後取り上げてほしいテーマなどございましたら、お気軽にコメントください,0,2025-07-05T00:37:59Z,2025-07-05T00:37:59Z,UC30b1h_7V1HEgwV1EoCZcRQ
sraEB8AddNo,,UgylVyNmwqBYgQGG1Y94AaABAg,False,@HanseiTo,政権選択選挙ではありません。自由主義体制を取るか、中共的全体主義に屈伏するかの体制選択選挙です。マスコミは、わかっていない。自民党は立憲民主と同じなのだから、政権選択であるはずがない。選挙の後、大連立だったら、日本は、滅亡か大混戦の時代に入りますね。,1,2025-07-06T05:01:19Z,2025-07-06T05:01:19Z,UCSKVhAtXyKKtBc96jO7K24g
sraEB8AddNo,,UgzFHvtmb8PndcwkIKZ4AaABAg,False,@卑孤苦民,与党は、「人間食い物の恨みは怖い」ことを、思い知ることになるだろう,2,2025-07-05T23:52:40Z,2025-07-05T23:52:40Z,UCvwo8bi64m7MZrnVj5aHt8w
sraEB8AddNo,,Ugxcl0Vi8r3VVEKKSf94AaABAg,False,@tokyofreedom,自民は一人区全敗かな？,1,2025-07-05T20:32:55Z,2025-07-05T20:32:55Z,UC-dzNDmH90kXBeqVYy9E87A
Y5q_9m1RocI,,UgyZOsn7Cr8X5vG6o9x4AaABAg,False,@帝国定食無根チャンネル,参政党におろうが、ド左翼を神輿に担ごうが、君のヨゴレ感は変わらんのー😂,0,2025-07-06T08:57:57Z,2025-07-06T08:57:57Z,UCYGPVIWdbCWkRfVKRELejdw
Y5q_9m1RocI,,UgzRex599Ez0N2RFrSR4AaABAg,False,@ああ-i7y2j,深田萌絵は出馬しないんでしょうか？,1,2025-07-06T06:26:16Z,2025-07-06T06:26:16Z,UCRbP9mJ_Utmm_p4wzX4Ys3w
Y5q_9m1RocI,,UgwMW263NKGbLpkg8gd4AaABAg,False,@daylight.39q,"橋口かずやさん
明治から、天皇は朝鮮民族に乗っ取られています！
もう、天皇家は存在しても、天皇制は必要ないです！
歴史の真実を知って下さい！",1,2025-07-05T11:42:38Z,2025-07-05T11:42:38Z,UC5ylDiBBTf31VDDg40YpETQ
fWy-MeMrir8,,Ugyv6TgtipVJLzi05K54AaABAg,False,@ひでちゃん-f2v,とても参考になりました😊この動画拡散します。,1,2025-07-10T15:36:07Z,2025-07-10T15:36:07Z,UC06kGGhgCAwf-V2XfWs2fXw
,Ugyv6TgtipVJLzi05K54AaABAg,Ugyv6TgtipVJLzi05K54AaABAg.AKPBSiK5HV_AKPjoufrc-1,True,@バンビーノ2,"ありがとうございます
とても嬉しいです。",0,2025-07-10T20:45:07Z,2025-07-10T20:45:07Z,UCNAI74pOtc-RzyMjheKfu7Q
fWy-MeMrir8,,UgwIE9QHHi-jGIJ3KMl4AaABAg,False,@バンビーノ2,"忘れてましたが、
日本誠真会の吉野敏明氏も推奨します！",2,2025-07-06T11:11:17Z,2025-07-06T11:11:17Z,UCNAI74pOtc-RzyMjheKfu7Q
