id,published at,channel Id,channelTitle,title,description,tags,thumbnailUrl,category Id,view count,like count,comment count,duration,caption,channelLabel,matched_terms,matched_count
3g4zQa1XzJo,2025-07-03T09:43:14Z,UCwywumWHI4_hQtZpJwsC8cw,高須幹弥（高須クリニック）,【参議院選挙】最近の国民民主党について私の意見を話します【玉木雄一郎】,"高須クリニックホームページ
↓↓↓↓
https://www.takasu.co.jp/

高須幹弥インスタグラム
↓↓↓↓
https://www.instagram.com/takasumikiya/

高須幹弥アメーバブログ
↓↓↓↓
https://ameblo.jp/drmikiya/

高須幹弥Tik tok
↓↓↓↓
https://www.tiktok.com/@takasumikiya",[],https://i.ytimg.com/vi/3g4zQa1XzJo/hqdefault.jpg,25,46442,1668,801,PT15M50S,false,高須幹弥（高須クリニック）,参議院選挙;国民民主党;玉木;雄一郎,4
U8rA-T7lyy0,2025-07-03T03:32:47Z,UCLJNZ7osIjNix4bbkM-rj5w,たまきチャンネル,玉木雄一郎の第一声！参議院選挙2025熱い17日間が始まる！手取りを増やす夏に！【国民民主党】,"【たまきチャンネルは切り抜きOK!! どんどんお願いします！】
ただし、元動画の表現の意図や趣旨を故意に改変すること、
人格を侮辱したり事実と異なる内容の文字表記を加えること、
法令や公序良俗に反する内容に加工することはお控えください。

#第一声#参議院議員選挙#国民民主党#手取り#減税#参院選#玉木#榛葉

チャンネル登録お願いします！↓
https://www.youtube.com/channel/UCLJNZ7osIjNix4bbkM-rj5w?sub_confirmation=1

たまき雄一郎公式Webサイト
https://www.tamakinet.jp/

たまき雄一郎SNS
【Facebook】 https://www.facebook.com/tamakinet55/
【X(旧Twitter)】 https://x.com/tamakiyuichiro
【Instagram】 https://www.instagram.com/yuichiro.tamaki/
【アメブロ】 https://ameblo.jp/tamakiyuichiro/","['たまき', '玉木雄一郎', '衆議院', '国会', '国民民主党', '政治', '政治家', '永田町', '突撃', 'インタビュー']",https://i.ytimg.com/vi/U8rA-T7lyy0/hqdefault.jpg,25,34263,2808,594,PT18M48S,false,たまきチャンネル,参議院選挙;参院;参院選;国民民主党;玉木;雄一郎,6
EAmmkq1vfxk,2025-07-03T09:50:30Z,UCLJNZ7osIjNix4bbkM-rj5w,たまきチャンネル,日本人が東京に住めない？外国人の不動産購入に規制を！,"【たまきチャンネルは切り抜きOK!! どんどんお願いします！】
ただし、元動画の表現の意図や趣旨を故意に改変すること、
人格を侮辱したり事実と異なる内容の文字表記を加えること、
法令や公序良俗に反する内容に加工することはお控えください。

チャンネル登録お願いします！↓
https://www.youtube.com/channel/UCLJNZ7osIjNix4bbkM-rj5w?sub_confirmation=1

たまき雄一郎公式Webサイト
https://www.tamakinet.jp/

たまき雄一郎SNS
【Facebook】 https://www.facebook.com/tamakinet55/
【X(旧Twitter)】 https://x.com/tamakiyuichiro
【Instagram】 https://www.instagram.com/yuichiro.tamaki/
【アメブロ】 https://ameblo.jp/tamakiyuichiro/","['たまき', '玉木雄一郎', '衆議院', '国会', '国民民主党', '政治', '政治家', '永田町', '突撃', 'インタビュー']",https://i.ytimg.com/vi/EAmmkq1vfxk/hqdefault.jpg,25,4018,237,8,PT53S,false,たまきチャンネル,国民民主党;東京;玉木;雄一郎,4
Dv80b93g4Hw,2025-07-03T05:41:12Z,UC80FWuvIAtY-TRtYuDocfUw,立花孝志,立憲民主党【石垣のりこ】候補から苦情がきた！菅野完氏との不倫騒動について！,"★参議院選挙に立候補しています。
兵庫県の方は【立花孝志】と１枚目の投票用紙にはと書いて下さい。２枚目の投票用紙には【ＮＨＫ党】と書いて下さい。

立花孝志は兵庫県で落選して、更に選挙区か全国区で２％得票できなければ政治家を引退します。
１枚目の投票用紙に下記のあなたの都道府県の立候補者に投票して頂ければ、私立花孝志の政治家引退を阻止できます。
北海道は【後藤朋子】、青森県は【佐々木晃】、岩手県は【吉田博信】、宮城県は【前田太一】、秋田県は【本田幸久】、山形県は【大貫　学】、福島県は【越智寛之】、茨城県は【酒井明男】、栃木県は【高橋真佐子】、群馬県は【上楽宗之】、埼玉県は【山田信一】、千葉県は【玉元弘次】、東京都は【石丸幸人】、神奈川県【堀川圭輔】、新潟県は【原田公成】、富山県は【佐藤昭】、石川県は【小沢正人】、福井県は【浜田智】、山梨県は【舟橋夢人】、長野県は【加藤英明】、岐阜県は【小池裕之】、静岡県は【福原志瑠美】、愛知県は【横山緑】、三重県は【橋本博幸】、滋賀県は【菅原良雄】、京都府は【木村嘉孝】、大阪府は【竹内隆】、兵庫県は【立花孝志】、奈良県は【川崎智之】、和歌山県は【本間奈々】、鳥取県と島根県は【谷口直矢】、岡山県は【岩田好明】、広島県は【堤美登里】、山口県は【奥野信治】、徳島県と高知県は【中島康治】、香川県は【野呂美和子】、愛媛県は【斉藤博樹】、福岡県は【村上成俊】、佐賀県は【松尾芳治】、長崎県は【神谷幸太郎】、熊本県は【立花勝樹】大分県は【二宮大造】、宮崎県は【北川哲平】、鹿児島県は【山本貴平】、沖縄県は【眞喜志雄一】

★NHK党は参議院選挙全国比例に浜田聡参議院議員、福永活也弁護士、川﨑たかひろ弁護士の３名を擁立しました。
立花孝志の当選と国政政党復帰をめざしています！

★全国の４５選挙区の立候補予定者はこちらから
https://syoha-senkyo.jp/

★立花孝志の携帯電話番号→08025089347　留守番電話に用件をお知らせ頂ければ折り返しさせて頂きます。

★党に対して寄附をして頂くと個人名が公表されたり、事務処理が煩雑にもなりますので、立花孝志が経営する『立花孝志ひとり放送局株式会社』にYouTubeの『視聴料』として下記の金融機関口座にお振り込み頂ければ幸いです。
１.ゆうちょ銀行　記号14070　番号8448861 
２.三菱ＵＦＪ銀行　堺支店　普通預金　0091679 
３.三井住友銀行　浜寺支店　普通預金　1523308 
名義はいずれも、『立花孝志ひとり放送局株式会社』です。

★ＮＨＫにお金を支払わない国民を増やすことを目指します。

★ホリエモンと立花孝志のＮＨＫでの政見放送
https://www.youtube.com/watch?v=yHMsGmH9IK8&t=62s
立花孝志はイロモノではない事をホリエモンが語ってくれています。
https://www.youtube.com/watch?v=e31DYLFa45E【１１分３０秒あたりから１０分間くらいをご覧ください。】

★ホームページはこちら
https://www.syoha.jp/

★私は、ＮＨＫ職員を１９年４ヶ月してましたが、２００５年に週刊文春でＮＨＫの不正経理を内部告発して退職【内部告発が原因で実質上のクビ】になりました。

★受信料不払いに関する相談センター【ＮＨＫ党コールセンター】 03-3696-0750【代表】午前10時から夜７時まで、土日祝はお休みです。

★Ｘ旧ツイッター https://twitter.com/tachibanat",[],https://i.ytimg.com/vi/Dv80b93g4Hw/hqdefault.jpg,25,65320,4389,349,PT2M37S,false,立花孝志,候補者;兵庫;参議院選挙;大阪;孝志;山本;投票;東京;石丸;神谷;立憲民主党;立花;高橋,13
jVrjdaRvrk0,2025-07-03T02:34:21Z,UC80FWuvIAtY-TRtYuDocfUw,立花孝志,選挙カーからの風景,"★参議院選挙に立候補しています。
兵庫県の方は【立花孝志】と１枚目の投票用紙にはと書いて下さい。２枚目の投票用紙には【ＮＨＫ党】と書いて下さい。

立花孝志は兵庫県で落選して、更に選挙区か全国区で２％得票できなければ政治家を引退します。
１枚目の投票用紙に下記のあなたの都道府県の立候補者に投票して頂ければ、私立花孝志の政治家引退を阻止できます。
北海道は【後藤朋子】、青森県は【佐々木晃】、岩手県は【吉田博信】、宮城県は【前田太一】、秋田県は【本田幸久】、山形県は【大貫　学】、福島県は【越智寛之】、茨城県は【酒井明男】、栃木県は【高橋真佐子】、群馬県は【上楽宗之】、埼玉県は【山田信一】、千葉県は【玉元弘次】、東京都は【石丸幸人】、神奈川県【堀川圭輔】、新潟県は【原田公成】、富山県は【佐藤昭】、石川県は【小沢正人】、福井県は【浜田智】、山梨県は【舟橋夢人】、長野県は【加藤英明】、岐阜県は【小池裕之】、静岡県は【福原志瑠美】、愛知県は【横山緑】、三重県は【橋本博幸】、滋賀県は【菅原良雄】、京都府は【木村嘉孝】、大阪府は【竹内隆】、兵庫県は【立花孝志】、奈良県は【川崎智之】、和歌山県は【本間奈々】、鳥取県と島根県は【谷口直矢】、岡山県は【岩田好明】、広島県は【堤美登里】、山口県は【奥野信治】、徳島県と高知県は【中島康治】、香川県は【野呂美和子】、愛媛県は【斉藤博樹】、福岡県は【村上成俊】、佐賀県は【松尾芳治】、長崎県は【神谷幸太郎】、熊本県は【立花勝樹】大分県は【二宮大造】、宮崎県は【北川哲平】、鹿児島県は【山本貴平】、沖縄県は【眞喜志雄一】

★NHK党は参議院選挙全国比例に浜田聡参議院議員、福永活也弁護士、川﨑たかひろ弁護士の３名を擁立しました。
立花孝志の当選と国政政党復帰をめざしています！

★全国の４５選挙区の立候補予定者はこちらから
https://syoha-senkyo.jp/

★立花孝志の携帯電話番号→08025089347　留守番電話に用件をお知らせ頂ければ折り返しさせて頂きます。

★党に対して寄附をして頂くと個人名が公表されたり、事務処理が煩雑にもなりますので、立花孝志が経営する『立花孝志ひとり放送局株式会社』にYouTubeの『視聴料』として下記の金融機関口座にお振り込み頂ければ幸いです。
１.ゆうちょ銀行　記号14070　番号8448861 
２.三菱ＵＦＪ銀行　堺支店　普通預金　0091679 
３.三井住友銀行　浜寺支店　普通預金　1523308 
名義はいずれも、『立花孝志ひとり放送局株式会社』です。

★ＮＨＫにお金を支払わない国民を増やすことを目指します。

★ホリエモンと立花孝志のＮＨＫでの政見放送
https://www.youtube.com/watch?v=yHMsGmH9IK8&t=62s
立花孝志はイロモノではない事をホリエモンが語ってくれています。
https://www.youtube.com/watch?v=e31DYLFa45E【１１分３０秒あたりから１０分間くらいをご覧ください。】

★ホームページはこちら
https://www.syoha.jp/

★私は、ＮＨＫ職員を１９年４ヶ月してましたが、２００５年に週刊文春でＮＨＫの不正経理を内部告発して退職【内部告発が原因で実質上のクビ】になりました。

★受信料不払いに関する相談センター【ＮＨＫ党コールセンター】 03-3696-0750【代表】午前10時から夜７時まで、土日祝はお休みです。

★Ｘ旧ツイッター https://twitter.com/tachibanat",[],https://i.ytimg.com/vi/jVrjdaRvrk0/hqdefault.jpg,25,40840,2978,251,PT2M45S,false,立花孝志,候補者;兵庫;参議院選挙;大阪;孝志;山本;投票;東京;石丸;神谷;立花;高橋,12
zK5RIu0nOP4,2025-07-03T05:47:59Z,UC80FWuvIAtY-TRtYuDocfUw,立花孝志,立憲民主党【石垣のりこ】候補よりクレームが来た！,"★参議院選挙に立候補しています。
兵庫県の方は【立花孝志】と１枚目の投票用紙にはと書いて下さい。２枚目の投票用紙には【ＮＨＫ党】と書いて下さい。

立花孝志は兵庫県で落選して、更に選挙区か全国区で２％得票できなければ政治家を引退します。
１枚目の投票用紙に下記のあなたの都道府県の立候補者に投票して頂ければ、私立花孝志の政治家引退を阻止できます。
北海道は【後藤朋子】、青森県は【佐々木晃】、岩手県は【吉田博信】、宮城県は【前田太一】、秋田県は【本田幸久】、山形県は【大貫　学】、福島県は【越智寛之】、茨城県は【酒井明男】、栃木県は【高橋真佐子】、群馬県は【上楽宗之】、埼玉県は【山田信一】、千葉県は【玉元弘次】、東京都は【石丸幸人】、神奈川県【堀川圭輔】、新潟県は【原田公成】、富山県は【佐藤昭】、石川県は【小沢正人】、福井県は【浜田智】、山梨県は【舟橋夢人】、長野県は【加藤英明】、岐阜県は【小池裕之】、静岡県は【福原志瑠美】、愛知県は【横山緑】、三重県は【橋本博幸】、滋賀県は【菅原良雄】、京都府は【木村嘉孝】、大阪府は【竹内隆】、兵庫県は【立花孝志】、奈良県は【川崎智之】、和歌山県は【本間奈々】、鳥取県と島根県は【谷口直矢】、岡山県は【岩田好明】、広島県は【堤美登里】、山口県は【奥野信治】、徳島県と高知県は【中島康治】、香川県は【野呂美和子】、愛媛県は【斉藤博樹】、福岡県は【村上成俊】、佐賀県は【松尾芳治】、長崎県は【神谷幸太郎】、熊本県は【立花勝樹】大分県は【二宮大造】、宮崎県は【北川哲平】、鹿児島県は【山本貴平】、沖縄県は【眞喜志雄一】

★NHK党は参議院選挙全国比例に浜田聡参議院議員、福永活也弁護士、川﨑たかひろ弁護士の３名を擁立しました。
立花孝志の当選と国政政党復帰をめざしています！

★全国の４５選挙区の立候補予定者はこちらから
https://syoha-senkyo.jp/

★立花孝志の携帯電話番号→08025089347　留守番電話に用件をお知らせ頂ければ折り返しさせて頂きます。

★党に対して寄附をして頂くと個人名が公表されたり、事務処理が煩雑にもなりますので、立花孝志が経営する『立花孝志ひとり放送局株式会社』にYouTubeの『視聴料』として下記の金融機関口座にお振り込み頂ければ幸いです。
１.ゆうちょ銀行　記号14070　番号8448861 
２.三菱ＵＦＪ銀行　堺支店　普通預金　0091679 
３.三井住友銀行　浜寺支店　普通預金　1523308 
名義はいずれも、『立花孝志ひとり放送局株式会社』です。

★ＮＨＫにお金を支払わない国民を増やすことを目指します。

★ホリエモンと立花孝志のＮＨＫでの政見放送
https://www.youtube.com/watch?v=yHMsGmH9IK8&t=62s
立花孝志はイロモノではない事をホリエモンが語ってくれています。
https://www.youtube.com/watch?v=e31DYLFa45E【１１分３０秒あたりから１０分間くらいをご覧ください。】

★ホームページはこちら
https://www.syoha.jp/

★私は、ＮＨＫ職員を１９年４ヶ月してましたが、２００５年に週刊文春でＮＨＫの不正経理を内部告発して退職【内部告発が原因で実質上のクビ】になりました。

★受信料不払いに関する相談センター【ＮＨＫ党コールセンター】 03-3696-0750【代表】午前10時から夜７時まで、土日祝はお休みです。

★Ｘ旧ツイッター https://twitter.com/tachibanat",[],https://i.ytimg.com/vi/zK5RIu0nOP4/hqdefault.jpg,25,31354,2380,160,PT2M37S,false,立花孝志,候補者;兵庫;参議院選挙;大阪;孝志;山本;投票;東京;石丸;神谷;立憲民主党;立花;高橋,13
lS8IlN4yTHM,2025-07-03T11:53:49Z,UC80FWuvIAtY-TRtYuDocfUw,立花孝志,ＮＨＫ党は立憲民主党と徹底的に闘っていきます。,"★参議院選挙に立候補しています。
兵庫県の方は【立花孝志】と１枚目の投票用紙にはと書いて下さい。２枚目の投票用紙には【ＮＨＫ党】と書いて下さい。

立花孝志は兵庫県で落選して、更に選挙区か全国区で２％得票できなければ政治家を引退します。
１枚目の投票用紙に下記のあなたの都道府県の立候補者に投票して頂ければ、私立花孝志の政治家引退を阻止できます。
北海道は【後藤朋子】、青森県は【佐々木晃】、岩手県は【吉田博信】、宮城県は【前田太一】、秋田県は【本田幸久】、山形県は【大貫　学】、福島県は【越智寛之】、茨城県は【酒井明男】、栃木県は【高橋真佐子】、群馬県は【上楽宗之】、埼玉県は【山田信一】、千葉県は【玉元弘次】、東京都は【石丸幸人】、神奈川県【堀川圭輔】、新潟県は【原田公成】、富山県は【佐藤昭】、石川県は【小沢正人】、福井県は【浜田智】、山梨県は【舟橋夢人】、長野県は【加藤英明】、岐阜県は【小池裕之】、静岡県は【福原志瑠美】、愛知県は【横山緑】、三重県は【橋本博幸】、滋賀県は【菅原良雄】、京都府は【木村嘉孝】、大阪府は【竹内隆】、兵庫県は【立花孝志】、奈良県は【川崎智之】、和歌山県は【本間奈々】、鳥取県と島根県は【谷口直矢】、岡山県は【岩田好明】、広島県は【堤美登里】、山口県は【奥野信治】、徳島県と高知県は【中島康治】、香川県は【野呂美和子】、愛媛県は【斉藤博樹】、福岡県は【村上成俊】、佐賀県は【松尾芳治】、長崎県は【神谷幸太郎】、熊本県は【立花勝樹】大分県は【二宮大造】、宮崎県は【北川哲平】、鹿児島県は【山本貴平】、沖縄県は【眞喜志雄一】

★NHK党は参議院選挙全国比例に浜田聡参議院議員、福永活也弁護士、川﨑たかひろ弁護士の３名を擁立しました。
立花孝志の当選と国政政党復帰をめざしています！

★全国の４５選挙区の立候補予定者はこちらから
https://syoha-senkyo.jp/

★立花孝志の携帯電話番号→08025089347　留守番電話に用件をお知らせ頂ければ折り返しさせて頂きます。

★党に対して寄附をして頂くと個人名が公表されたり、事務処理が煩雑にもなりますので、立花孝志が経営する『立花孝志ひとり放送局株式会社』にYouTubeの『視聴料』として下記の金融機関口座にお振り込み頂ければ幸いです。
１.ゆうちょ銀行　記号14070　番号8448861 
２.三菱ＵＦＪ銀行　堺支店　普通預金　0091679 
３.三井住友銀行　浜寺支店　普通預金　1523308 
名義はいずれも、『立花孝志ひとり放送局株式会社』です。

★ＮＨＫにお金を支払わない国民を増やすことを目指します。

★ホリエモンと立花孝志のＮＨＫでの政見放送
https://www.youtube.com/watch?v=yHMsGmH9IK8&t=62s
立花孝志はイロモノではない事をホリエモンが語ってくれています。
https://www.youtube.com/watch?v=e31DYLFa45E【１１分３０秒あたりから１０分間くらいをご覧ください。】

★ホームページはこちら
https://www.syoha.jp/

★私は、ＮＨＫ職員を１９年４ヶ月してましたが、２００５年に週刊文春でＮＨＫの不正経理を内部告発して退職【内部告発が原因で実質上のクビ】になりました。

★受信料不払いに関する相談センター【ＮＨＫ党コールセンター】 03-3696-0750【代表】午前10時から夜７時まで、土日祝はお休みです。

★Ｘ旧ツイッター https://twitter.com/tachibanat",[],https://i.ytimg.com/vi/lS8IlN4yTHM/hqdefault.jpg,25,26868,2799,232,PT6M2S,false,立花孝志,候補者;兵庫;参議院選挙;大阪;孝志;山本;投票;東京;石丸;神谷;立憲民主党;立花;高橋,13
Et9xtGWGNmY,2025-07-03T06:46:28Z,UC80FWuvIAtY-TRtYuDocfUw,立花孝志,【参議院選第一声】NHK党出陣！今回の選挙の争点は？,"★立花孝志は、【２０２５年７月3日公示の　参議院選挙・兵庫選挙区】での出馬表明を２０２５年４月にしました。

★NHK党は参議院選挙全国比例に浜田聡参議院議員、福永弁護士、川﨑弁護士の３名を擁立して、立花孝志の当選と国政政党復帰をめざしています！

★全国の４５選挙区の立候補予定者はこちらから
https://syoha-senkyo.jp/

★立花孝志の携帯電話番号→08025089347　留守番電話に用件をお知らせ頂ければ折り返しさせて頂きます。

★党に対して寄附をして頂くと個人名が公表されたり、事務処理が煩雑にもなりますので、立花孝志が経営する『立花孝志ひとり放送局株式会社』にYouTubeの『視聴料』として下記の金融機関口座にお振り込み頂ければ幸いです。
１.ゆうちょ銀行　記号14070　番号8448861 
２.三菱ＵＦＪ銀行　堺支店　普通預金　0091679 
３.三井住友銀行　浜寺支店　普通預金　1523308 
名義はいずれも、『立花孝志ひとり放送局株式会社』です。

★ＮＨＫにお金を支払わない国民を増やすことを目指します。

★ホリエモンと立花孝志のＮＨＫでの政見放送
https://www.youtube.com/watch?v=yHMsGmH9IK8&t=62s
立花孝志はイロモノではない事をホリエモンが語ってくれています。
https://www.youtube.com/watch?v=e31DYLFa45E【１１分３０秒あたりから１０分間くらいをご覧ください。】

★ホームページはこちら
https://www.syoha.jp/

★私は、ＮＨＫ職員を１９年４ヶ月してましたが、２００５年に週刊文春でＮＨＫの不正経理を内部告発して退職【内部告発が原因で実質上のクビ】になりました。

★受信料不払いに関する相談センター【ＮＨＫ党コールセンター】 03-3696-0750【代表】午前10時から夜７時まで、土日祝はお休みです。

★Ｘ旧ツイッター https://twitter.com/tachibanat","['参議院', '全国比例', '参議院選挙', 'ＮＨＫ', 'ＮＨＫから国民を守る党', 'ＮＨＫ受信料', 'ＮＨＫ裁判', '受信料裁判', 'エヌリンクス', 'ＮＨＫ集金', 'ＮＨＫ訪問員', '集金人', '立花孝志', '最高裁判決', 'イラネッチケー', '衛星契約', '衛星料金', 'ＢＳ契約', 'ＢＳ料金', '日本放送協会放送受信規約', '放送法', '放送法64条', 'ＮＨＫをぶっ壊す', '政見放送', '葛飾区議会議員', 'ＮＨＫ嫌い', '日本放送協会', '受信料踏み倒す', 'ホリエモン', '堀江貴文', 'ぶっ壊す', '国会議員ユーチューバー', '元国会議員', 'ＮＨＫ党', '政治家女子', '政治家女子４８', '政治家女子４８党', 'アイドル政治家', 'ガーシー', '東谷義和', '請求書受け取り代行', '特別あて所配達', 'ＤＪ社長', 'ＤＪ社長立候補', '青汁王子', '堀江政経塾', '電通', '統一地方選挙', '全国ブロック', '政治女子', '女子政治家', '政治家オーディション', 'ＳＪＪ４８', '兵庫県知事選挙', '泉大津市', '泉大津市長選挙']",https://i.ytimg.com/vi/Et9xtGWGNmY/hqdefault.jpg,25,26722,2403,190,PT1H33M50S,false,立花孝志,兵庫;参議院選挙;孝志;立花,4
-3df39kzwqs,2025-07-03T07:52:57Z,UC80FWuvIAtY-TRtYuDocfUw,立花孝志,NHK党の政策 一問一答その２ 消費税率を当面の間引き下げるべきだと考えますか？,"★NHK党 参院選特設サイト
https://syoha-senkyo.jp/

★立花孝志は、【２０２５年７月3日公示の　参議院選挙・兵庫選挙区】での出馬表明を２０２５年４月にしました。

★NHK党は参議院選挙全国比例に浜田聡参議院議員、福永弁護士、川﨑弁護士の３名を擁立して、立花孝志の当選と国政政党復帰をめざしています！

★全国の４５選挙区の立候補予定者はこちらから
https://syoha-senkyo.jp/

★立花孝志の携帯電話番号→08025089347　留守番電話に用件をお知らせ頂ければ折り返しさせて頂きます。

★党に対して寄附をして頂くと個人名が公表されたり、事務処理が煩雑にもなりますので、立花孝志が経営する『立花孝志ひとり放送局株式会社』にYouTubeの『視聴料』として下記の金融機関口座にお振り込み頂ければ幸いです。
１.ゆうちょ銀行　記号14070　番号8448861 
２.三菱ＵＦＪ銀行　堺支店　普通預金　0091679 
３.三井住友銀行　浜寺支店　普通預金　1523308 
名義はいずれも、『立花孝志ひとり放送局株式会社』です。

★ＮＨＫにお金を支払わない国民を増やすことを目指します。

★ホリエモンと立花孝志のＮＨＫでの政見放送
https://www.youtube.com/watch?v=yHMsGmH9IK8&t=62s
立花孝志はイロモノではない事をホリエモンが語ってくれています。
https://www.youtube.com/watch?v=e31DYLFa45E【１１分３０秒あたりから１０分間くらいをご覧ください。】

★ホームページはこちら
https://www.syoha.jp/

★私は、ＮＨＫ職員を１９年４ヶ月してましたが、２００５年に週刊文春でＮＨＫの不正経理を内部告発して退職【内部告発が原因で実質上のクビ】になりました。

★受信料不払いに関する相談センター【ＮＨＫ党コールセンター】 03-3696-0750【代表】午前10時から夜７時まで、土日祝はお休みです。

★Ｘ旧ツイッター https://twitter.com/tachibanat","['参議院', '全国比例', '参議院選挙', 'ＮＨＫ', 'ＮＨＫから国民を守る党', 'ＮＨＫ受信料', 'ＮＨＫ裁判', '受信料裁判', 'エヌリンクス', 'ＮＨＫ集金', 'ＮＨＫ訪問員', '集金人', '立花孝志', '最高裁判決', 'イラネッチケー', '衛星契約', '衛星料金', 'ＢＳ契約', 'ＢＳ料金', '日本放送協会放送受信規約', '放送法', '放送法64条', 'ＮＨＫをぶっ壊す', '政見放送', '葛飾区議会議員', 'ＮＨＫ嫌い', '日本放送協会', '受信料踏み倒す', 'ホリエモン', '堀江貴文', 'ぶっ壊す', '国会議員ユーチューバー', '元国会議員', 'ＮＨＫ党', '政治家女子', '政治家女子４８', '政治家女子４８党', 'アイドル政治家', 'ガーシー', '東谷義和', '請求書受け取り代行', '特別あて所配達', 'ＤＪ社長', 'ＤＪ社長立候補', '青汁王子', '堀江政経塾', '電通', '統一地方選挙', '全国ブロック', '政治女子', '女子政治家', '政治家オーディション', 'ＳＪＪ４８', '兵庫県知事選挙', '泉大津市', '泉大津市長選挙']",https://i.ytimg.com/vi/-3df39kzwqs/hqdefault.jpg,25,6461,396,8,PT30S,false,立花孝志,兵庫;参議院選挙;参院;参院選;孝志;立花,6
Cvlxv_B8s8Y,2025-07-03T07:24:01Z,UC80FWuvIAtY-TRtYuDocfUw,立花孝志,NHK党の政策 一問一答その１ NHK党が最も力を入れている政策は何ですか？,"★NHK党 参院選特設サイト
https://syoha-senkyo.jp/

★立花孝志は、【２０２５年７月3日公示の　参議院選挙・兵庫選挙区】での出馬表明を２０２５年４月にしました。

★NHK党は参議院選挙全国比例に浜田聡参議院議員、福永弁護士、川﨑弁護士の３名を擁立して、立花孝志の当選と国政政党復帰をめざしています！

★全国の４５選挙区の立候補予定者はこちらから
https://syoha-senkyo.jp/

★立花孝志の携帯電話番号→08025089347　留守番電話に用件をお知らせ頂ければ折り返しさせて頂きます。

★党に対して寄附をして頂くと個人名が公表されたり、事務処理が煩雑にもなりますので、立花孝志が経営する『立花孝志ひとり放送局株式会社』にYouTubeの『視聴料』として下記の金融機関口座にお振り込み頂ければ幸いです。
１.ゆうちょ銀行　記号14070　番号8448861 
２.三菱ＵＦＪ銀行　堺支店　普通預金　0091679 
３.三井住友銀行　浜寺支店　普通預金　1523308 
名義はいずれも、『立花孝志ひとり放送局株式会社』です。

★ＮＨＫにお金を支払わない国民を増やすことを目指します。

★ホリエモンと立花孝志のＮＨＫでの政見放送
https://www.youtube.com/watch?v=yHMsGmH9IK8&t=62s
立花孝志はイロモノではない事をホリエモンが語ってくれています。
https://www.youtube.com/watch?v=e31DYLFa45E【１１分３０秒あたりから１０分間くらいをご覧ください。】

★ホームページはこちら
https://www.syoha.jp/

★私は、ＮＨＫ職員を１９年４ヶ月してましたが、２００５年に週刊文春でＮＨＫの不正経理を内部告発して退職【内部告発が原因で実質上のクビ】になりました。

★受信料不払いに関する相談センター【ＮＨＫ党コールセンター】 03-3696-0750【代表】午前10時から夜７時まで、土日祝はお休みです。

★Ｘ旧ツイッター https://twitter.com/tachibanat","['参議院', '全国比例', '参議院選挙', 'ＮＨＫ', 'ＮＨＫから国民を守る党', 'ＮＨＫ受信料', 'ＮＨＫ裁判', '受信料裁判', 'エヌリンクス', 'ＮＨＫ集金', 'ＮＨＫ訪問員', '集金人', '立花孝志', '最高裁判決', 'イラネッチケー', '衛星契約', '衛星料金', 'ＢＳ契約', 'ＢＳ料金', '日本放送協会放送受信規約', '放送法', '放送法64条', 'ＮＨＫをぶっ壊す', '政見放送', '葛飾区議会議員', 'ＮＨＫ嫌い', '日本放送協会', '受信料踏み倒す', 'ホリエモン', '堀江貴文', 'ぶっ壊す', '国会議員ユーチューバー', '元国会議員', 'ＮＨＫ党', '政治家女子', '政治家女子４８', '政治家女子４８党', 'アイドル政治家', 'ガーシー', '東谷義和', '請求書受け取り代行', '特別あて所配達', 'ＤＪ社長', 'ＤＪ社長立候補', '青汁王子', '堀江政経塾', '電通', '統一地方選挙', '全国ブロック', '政治女子', '女子政治家', '政治家オーディション', 'ＳＪＪ４８', '兵庫県知事選挙', '泉大津市', '泉大津市長選挙']",https://i.ytimg.com/vi/Cvlxv_B8s8Y/hqdefault.jpg,25,6363,402,11,PT45S,false,立花孝志,兵庫;参議院選挙;参院;参院選;孝志;立花,6
