id,published at,channel Id,channelTitle,title,description,tags,thumbnailUrl,category Id,view count,like count,comment count,duration,caption,channelLabel,matched_terms,matched_count,view_count_numeric
lGE3-6iv7_c,2025-07-18T03:12:24Z,UCb_oJ33zleCwX683QmYj4WA,やまとの政治塾,【神谷宗幣】※大至急見てください…恐ろしい事態が発生しました…【参政党/梅村みずほ/さや/三橋貴明/参議院選挙】,"あなたは今回の参議院選挙についてどう思いますか？
みなさんの意見をコメント欄で教えてください

もくじ
0:00 ダイジェスト
0:33 岐阜県で演説する神谷宗幣議員
20:06 まとめ

引用
街頭演説 in 岐阜 信長広場　令和7年7月18日（金）9：00頃　【参議院選挙2025 参政党 Live】
https://www.youtube.com/live/nlQGZCHMlBw?si=cVx9KgyHpfjQ1fxH

#政治 #参政党 #神谷宗幣","['政治', '参政党', '神谷宗幣', '梅村みずほ', 'さや', '吉川りな', '三橋貴明', '自民党', '参議院選挙']",https://i.ytimg.com/vi/lGE3-6iv7_c/hqdefault.jpg,25,662387,35323,3443,PT20M24S,False,自民党,,,662387
8zufsfOlHZM,2025-07-18T05:25:34Z,UCQVGAwZGA9jrH2XF7feK2xQ,自民党,#実はやってる自民党 　政策まとめ後半,,[],https://i.ytimg.com/vi/8zufsfOlHZM/hqdefault.jpg,25,639418,23,0,PT38S,False,自民党,自民;自民党,2.0,639418
RzGV8uLKJbY,2025-07-18T04:52:41Z,UCuSPai4fj2nvwcCeyfq2sIA,真相深入り! 虎ノ門ニュース,【緊急速報】自民党が参院選工作でネット規制か…裏で動いていた黒幕について須田慎一郎さんが話してくれました（虎ノ門ニュース）,"「真相深入り！虎ノ門ニュース」は
地上波では報じられない世の中の真相を皆様にお届けする番組です。 

現在は毎週火曜・金曜の週２配信となっていますが、ゆくゆくはより多くの情報を皆様にお届けできるよう配信日を増やしていきたいと思っています。

配信回数を増やせるようにメンバーシップ限定配信もやっていますので、よろしくお願いいたします！


取材：須田慎一郎（経済ジャーナリスト）
取材日：2025年7月18日


---------------------------------------------------------------------------------------------------------
★メンバーシップ会員 大募集中！★
金額：①590円/月
　　　②990円/月
特典：・メンバー限定のライブ配信
　　　　　プラン①：金曜日
　　　　　プラン②：火曜日・金曜日
　　　・メンバー限定のアンケート
下記チャンネルページより加入できますので、
応援のほど、よろしくお願いいたします！
 @toranomonnews  

注）iPhoneやiPadなどのiOS版からは
　　メンバー登録が行えない、また手数料が別途発生し
　　価格が通常より高くなる可能性がございます。
　　
　　その場合はPCからYouTubeの「真相深入り! 虎ノ門ニュース チャンネル」に
　　アクセスし「メンバーになる」ボタンをクリックしてください。
　　その後、画面の指示に沿ってお支払い情報を入力し完了となります。
---------------------------------------------------------------------------------------------------------

★ホームページ
https://tora8.co.jp","['虎ノ門', 'ニュース', '須田慎一郎', '参院選', '自民党', '凍結', 'SNS']",https://i.ytimg.com/vi/RzGV8uLKJbY/hqdefault.jpg,25,394394,16501,1906,PT11M9S,False,真相深入り! 虎ノ門ニュース,参院;参院選;自民;自民党,4.0,394394
afeWZagwgqY,2025-07-18T07:11:29Z,UCQVGAwZGA9jrH2XF7feK2xQ,自民党,#実はやってる自民党 　政策まとめ前半,,[],https://i.ytimg.com/vi/afeWZagwgqY/hqdefault.jpg,25,308142,16,0,PT40S,False,自民党,自民;自民党,2.0,308142
IdmZR4e80F4,2025-07-18T09:00:34Z,UCPMJKbrxtpARoTd1b49iUvA,楽待 RAKUMACHI,【自公39議席】参院選直前！全政党の議席予想／参政党へのファクトチェックがむしろ追い風に？／社民党が生き残る道は？／国民民主党は目標達成なるか？ ＜山本期日前×須田慎一郎＞,"▼不動産投資をするなら！ 収益物件数NO.1「楽待アプリ」
https://www.rakumachi.jp/r/yhttr4ve?uiaid=youtube

▼おすすめの関連動画▼
https://youtu.be/-cyQSpDvFHk
https://youtu.be/y63IPu2Nuj0
https://youtu.be/O8Td4pseBbQ

▼さらに実践的で役立つ動画を配信中！▼
「楽待プレミアム」の詳細はこちら
https://www.rakumachi.jp/lp/premium_service?uiaid=youtube
月額プラン3300円
年額プラン29800円（一括年払い）

ーー[チャプター]ーー
00:00 参院選直前！全政党予想
02:08 終盤 「与党への逆風」
05:48 石破総理の進退は…
06:29 『自民党』　40議席を割る⁉︎
18:48 『公明党』　分析力の衰えか
25:51 『立憲民主党』勝ちでも負けでもない戦い
34:22 『国民民主党』目標議席、達成か？
37:28 『参政党』ファクトチェックがむしろ追い風に⁉︎
43:20 『日本維新の会』都構想3度目の挑戦あるか
46:02 『共産党』惨敗必至か
48:37 『れいわ新選組』もっと勝てる選挙なはず。なぜ？
51:21 『日本保守党』戦略ミス？の懸念も
54:11 『社民党』生き残る道は？
57:01 『チームみらい』今後の活躍なるか
59:32 『再生の道』都議選の雪辱を晴らせるか？
1:02:15 『無所属連合』意外な理由で議席獲得か
1:06:23 自公が連立を組むとしたら…
1:07:51参政党の勢いは続くか？
ーーーーーーーーー

【切り抜きについて】
切り抜き画像や動画をX・TikTok・YouTubeなどに投稿する際は、
この動画のURLリンクを必ず記載してください

【楽待】
公式サイト：https://www.rakumachi.jp/?uiaid=youtube

【公式SNS】
X（旧Twitter）：https://twitter.com/RakumachiNews
LINE＠：https://page.line.me/nyb2478b
TikTok：https://www.tiktok.com/@rakumachi.jp
Facebook：https://www.facebook.com/rakumachi/
Instagram：https://www.instagram.com/rakumachi/

【運営】
楽待株式会社
公式HP：https://rakumachi.co.jp/?uiaid=youtube

#参院選 #須田慎一郎 #山本期日前 #自民党 #公明党 #参政党 #立憲民主党 #国民民主党 #日本維新の会 #れいわ新選組 #共産党 #社民党 #日本保守党 #チームみらい #再生の道 #楽待 #不動産投資 

※『物件数No.1』：日本マーケティングリサーチ機構調べ（2022年12月）","['不動産投資', '投資', '楽待', '大家', '失敗', 'マンション', '経営', '資産運用', '初心者', '入門', 'サラリーマン', 'キャッシュフロー', '経済', '株式投資', '不動産', 'らくまち', 'rakumachi', 'ラクマチ', 'ニュース', 'news', '会社員', 'お金', '参院選', '須田慎一郎', '山本期日前', '自民党', '公明党', '立憲民主党', '参政党', '国民民主党', '日本維新の会', 'れいわ新選組', '共産党', '社民党', 'チームみらい', '再生の道']",https://i.ytimg.com/vi/IdmZR4e80F4/hqdefault.jpg,25,249683,6598,1045,PT1H10M19S,False,自民党,,,249683
rzDR_tyAGiQ,2025-07-18T01:00:49Z,UCuSPai4fj2nvwcCeyfq2sIA,真相深入り! 虎ノ門ニュース,【虎ノ門ニュース】※参院選 緊急対談※ 落選と引退…ギリギリの戦いをする西田昌司さんに須田慎一郎さんがお話を聞きに行きました,"「真相深入り！虎ノ門ニュース」は
地上波では報じられない世の中の真相を皆様にお届けする番組です。 

現在は毎週火曜・金曜の週２配信となっていますが、ゆくゆくはより多くの情報を皆様にお届けできるよう配信日を増やしていきたいと思っています。

配信回数を増やせるようにメンバーシップ限定配信もやっていますので、よろしくお願いいたします！


＜出演＞
西田昌司（自民党 京都選挙区候補）
須田慎一郎（経済ジャーナリスト）

収録日：2025年7月18日


---------------------------------------------------------------------------------------------------------
★メンバーシップ会員 大募集中！★
金額：①590円/月
　　　②990円/月
特典：・メンバー限定のライブ配信
　　　　　プラン①：金曜日
　　　　　プラン②：火曜日・金曜日
　　　・メンバー限定のアンケート
下記チャンネルページより加入できますので、
応援のほど、よろしくお願いいたします！
 @toranomonnews  

注）iPhoneやiPadなどのiOS版からは
　　メンバー登録が行えない、また手数料が別途発生し
　　価格が通常より高くなる可能性がございます。
　　
　　その場合はPCからYouTubeの「真相深入り! 虎ノ門ニュース チャンネル」に
　　アクセスし「メンバーになる」ボタンをクリックしてください。
　　その後、画面の指示に沿ってお支払い情報を入力し完了となります。
---------------------------------------------------------------------------------------------------------

★ホームページ
https://tora8.co.jp","['虎ノ門', 'ニュース', '須田慎一郎', '参院選', '自民党', '西田昌司', '京都']",https://i.ytimg.com/vi/rzDR_tyAGiQ/hqdefault.jpg,25,237151,6083,1621,PT28M18S,False,真相深入り! 虎ノ門ニュース,参院;参院選;自民;自民党,4.0,237151
5hgJkKtrCiY,2025-07-18T04:32:23Z,UCoQBJMzcwmXrRSHBFAlTsIw,FNNプライムオンライン,自民・公明40議席台の情勢　比例で議席減らし参院全体で過半数を割り込む公算【参院選2025】,"20日投開票の参議院選挙についてFNNが取材と最新の世論調査で分析したところ、自民・公明両党は40議席台にとどまる情勢です。

非改選の議席と合わせた参議院全体の過半数を割り込む公算が大きくなってきました。

終盤情勢を巡り、FNNは17日に混戦の選挙区などを対象に電話調査を実施しました。

改選3議席以上の選挙区で、野党・参政党の候補の一部が頭一つ抜け出す勢いを見せ、与党側は当落選上で厳しい戦いを強いられる候補が増えています。

序盤・中盤の調査と取材に今回の調査を加え分析すると、自民党は比例での議席を減らす見通しで、選挙区と合わせた獲得議席は30台にとどまる情勢です。
ただ、接戦の選挙区も多く、「保守王国」と呼ばれる地域の「1人区」や、複数の候補を立てた都市部の選挙区での勝敗が結果を左右しそうです。

連立を組む公明党は、改選3以上の選挙区の候補のほとんどが参政党の支持拡大などで当落ラインの混戦に巻き込まれています。
また、比例代表で議席を減らす情勢で、改選議席の確保は難しそうです。

政権批判を追い風にし、立憲民主党は現状、30議席台が視野に入っています。
ただ、選挙区の候補のほぼ半数が接戦となっている上、比例で他の野党に票が分散していて大きな伸びは難しい状況です。

日本維新の会は3年前の参院選の勢いはないものの、地盤とする近畿の選挙区などの結果次第では議席の上積みをうかがえる情勢です。

共産党は東京以外の選挙区で苦戦、接戦が続き、改選議席の確保は厳しそうです。

一方、国民民主党は議席を大幅に伸ばす勢いです。
接戦の選挙区が多いものの比例で倍増が見込まれ、目標に掲げた「16議席以上」の達成が視野に入っています。

れいわ新選組は比例で3議席前後を獲得する情勢です。
“台風の目”となった参政党は改選3以上の選挙区に優勢の候補もいて、2桁の議席を得る公算が大きくなっています。

20議席に乗せる可能性も出ていますが、強固な支持者が一部に限られ、候補の活動にバラツキもあることから、どこまで議席を伸ばすかは不透明です。

社民党は比例の議席確保を巡る戦いが続き、日本保守党は比例で2議席前後を得る情勢です。

与野党の最終盤の活動や投票率で情勢が変わる可能性もあります。

FNNプライムオンライン
https://www.fnn.jp/","['ニュース', 'NEWS', 'FNN', 'FNNプライムオンライン', 'フジテレビ', 'フジテレビジョン', 'FujiTelevision']",https://i.ytimg.com/vi/5hgJkKtrCiY/hqdefault.jpg,25,208749,1094,1123,PT3M20S,False,FNNプライムオンライン,参議院選挙;参院;参院選;投票;改選;東京;比例代表;自民,8.0,208749
7-ccQa6Wy7U,2025-07-17T15:16:41Z,UC28hcmMG3TJv60Byo528VVg,ニコニコニュース,【参院選 徹底比較】激戦！東京選挙区「演説バトル」生放送　7議席めぐり32人が立候補,"▼ 弾幕コメント付き視聴はニコニコへ！
https://live.nicovideo.jp/watch/lv348224583
(YouTube二次利用時のURL記載もこちら)

第27回参議院議員選挙（7月3日公示、7月20日投開票）の東京選挙区の立候補者とその応援者が、
8分間の演説を行う企画『激戦！東京選挙区「演説バトル」』を生放送でお送りします。
※すべての候補者にお声がけをしております

【タイムテーブル予定】※敬称略
00:10:05　酒井ともひろ（みんなでつくる党）／応援者：大津綾香党首、あけど亮太
00:19:05　増田昇（無所属）
00:27:45　早川幹夫（西郷党）／応援者：さいごうくん
00:34:40　吉永アイ（無所属）
00:44:05　土居けんしん（無所属）
01:00:13　山尾しおり（無所属）
01:10:05　よしざわ恵理（無所属）／応援者：幸齢党 和田秀樹党首
01:20:00　さや（参政党）／応援者：三橋貴明
01:30:02　牛田まゆ（国民民主党）／応援者：伊藤孝恵参議院議員、鳩山紀一郎衆議院議員
01:40:04　市川たけしま（日本改革党）
01:50:03　吉良よし子（日本共産党 ）／応援者：谷川智行
02:00:04　吉田あや（再生の道）／応援者：石丸伸二代表
02:20:02　山本ジョージ（れいわ新選組）／応援者：岡本麻弥
02:30:03　西みゆか（社会民主党）
02:40:03　ちばひとし（日本誠真会）
02:50:04　小坂英二（日本保守党）
03:00:00　つじ健太郎（無所属連合）
03:10:00　塩村あやか（立憲民主党）／応援者：落合貴之衆議院議員、山口かおる新宿区議会議員
03:20:02　奥村よしひろ（国民民主党）
03:30:04　川村ゆうだい（公明党）
03:40:04　たけみ敬三（自由民主党）／応援者：大空幸星衆議院議員
03:50:02　鈴木大地（自由民主党）／応援者：川松真一朗東京都議会議員
04:00:07　おくむらまさよし（立憲民主党）／応援者：吉田はるみ衆議院議員、関口健太郎東京都議会議員、一ノ瀬ちこ
04:10:04　みねしま侑也（チームみらい）／応援者：安野たかひろ党首
04:20:06　おときた駿（日本維新の会）／応援者：渡辺やすし新宿区議会議員
04:30:05　福村康廣（世界平和党）
04:40:08　渋谷りく（新党やまと）
04:50:05　高橋健司（無所属）
05:00:10　平野雨龍（無所属）

◆インターネット選挙運動の解禁に関する情報（総務省）
　https://www.soumu.go.jp/senkyo/senkyo_s/naruhodo/naruhodo10.html
◆公職選挙法に基づく情報発信者に関する問い合わせ先
　netsenkyo@dwango.co.jp

■ニコニコニュース𝕏
https://twitter.com/nico_nico_news

■■■「ニコニコニュース」二次創作ガイドラインに関するお知らせ■■■
「ニコニコニュース」は、視聴者やファンの皆さまによる二次創作を応援しております。
そこで、皆さまが安心して二次創作を行っていただけるよう、このガイドラインを公開します。
「ニコニコニュース」で配信した映像は一部を除き個人で自由に使用いただいて結構です。
以下ガイドラインを参照のうえご利用ください。
https://www.youtube.com/post/Ugkx-yF_H8McykFzBM_bT1a_ibYUtxHrfqNR

#参院選 #参院選2025 #東京選挙区 #演説バトル #ニコニコニュース #ネット演説 #参議院選挙","['ニコニコニュース', 'ニコ生', 'ニコニコ', 'ニコ動', 'ニュース', '報道', 'ニコニコ動画', 'ニコニコ生放送', '生中継', '選挙', '参院選', '参院選2025', '参議院議員選挙', '参議院選挙', '参議院選挙2025', '参議院議員選挙2025', '演説バトル', 'ネット演説', '東京選挙区', '東京', 'Tokyo', '東京都']",https://i.ytimg.com/vi/7-ccQa6Wy7U/hqdefault.jpg,25,199599,3755,378,PT5H12M9S,False,Niconico News,れいわ新選組;伸二;候補者;公明党;再生の道;参政党;参議院選挙;参院;参院選;国民民主党;山本;日本保守党;日本共産党;日本維新の会;東京;石丸;社会民主党;立憲民主党;高橋,19.0,199599
FHwe5E2RQK4,2025-07-17T22:00:14Z,UClUSoUXnpx7rC63mBsAzZvg,大地獄悪 憂国VTuber,参議院選挙の演説！石破茂首相 ガソリン暫定税率廃止したくない,"ついに始まった2025年参議院選挙
気合入れて参加していきましょう！


無為こそが過激
この国では「政治に興味を持たない」「投票しない」
これこそが破滅的な思想なのではなかろうか

ニコニコチャンネルはこちら
https://ch.nicovideo.jp/officeTHC  
映画を一緒に見たりリアルイベントも予定しています

大地獄悪
Twitter→https://twitter.com/ochi_gokuo

【楽曲提供 株式会社光サプライズ】","['財務省', '自民党', 'れいわ新選組', '日本保守党', '国民民主党', 'こども家庭庁', '増税', '減税', '税金', '確定申告', '政治', 'マイナ保険証', '河野太郎', '売国奴', '竹中平蔵', '移民政策', '生活保護', '移民', '石破総理', '石破首相', '石破内閣', '岸田文雄', '中国共産党', '右翼', '左翼', '暫定税率']",https://i.ytimg.com/vi/FHwe5E2RQK4/hqdefault.jpg,25,197724,7930,614,PT4M57S,False,自民党,,,197724
m8GTqm4ID74,2025-07-18T00:40:04Z,UCuSPai4fj2nvwcCeyfq2sIA,真相深入り! 虎ノ門ニュース,【虎ノ門ニュース】武田邦彦×竹田恒泰 2025/7/18(金),"★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆
今回の配信でご紹介いたしました
株式会社ノムラの薬用育毛剤「美咲蘭」の特別定期コースは、下記よりお申し込みい
ただけます。

＜Webからのご注文＞
・ECサイト：https://nomura-shop.jp/Landing/Formlp/bisaran.aspx
・楽天市場：https://item.rakuten.co.jp/nmr-shop/08/
※楽天市場からご注文の際は、備考欄に必ず「虎ノ門ニュースを見た」とご入力くだ
さい。

＜お電話でのご注文＞
TEL：0120-123-476（平日9時～17時）
※お電話の際に必ず「虎ノ門ニュースを見た」とお伝えください。

「美咲蘭ピュアシャンプー」のプレゼントのご用意は300本！
薬用育毛剤「美咲蘭」も数量限定のため、ご注文はお早めに！
★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆


＜出演＞
武田邦彦（科学者）
竹田恒泰（作家）

令和書籍株式会社のYouTubeチャンネルはこちらから！
https://www.youtube.com/@reiwashoseki

＜MC＞
生明辰也

〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜
00:00:00   準備画面
00:04:26   番組開始
00:08:49   トランプ氏 対日関税で強硬姿勢を維持
00:27:59   イラン核交渉 8月末期限か 合意なければ国連制裁復活へ
00:42:24   参院選の外国介入 日本政府は影響注視
01:02:23   生活保護費引き下げは違法 最高裁判決
01:13:34   株式会社ノムラの薬用育毛剤「美咲蘭」 ご紹介
01:22:50   ESGマネー 世界で逆流
〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜

配信時間：金曜日 朝8時〜9時30分

---------------------------------------------------------------------------------------------------------
★メンバーシップ会員 大募集中！★
金額：①590円/月
　　　②990円/月
特典：・メンバー限定のライブ配信
　　　　　プラン①：金曜日
　　　　　プラン②：火曜日/金曜日
　　　・メンバー限定のアンケート
下記チャンネルページより加入できますので、
応援のほど、よろしくお願いいたします！
 @真相深入り! 虎ノ門ニュース  

注）iPhoneやiPadなどのiOS版からは
　　メンバー登録が行えない、また手数料が別途発生し
　　価格が通常より高くなる可能性がございます。
　　
　　その場合はPCからYouTubeの「真相深入り! 虎ノ門ニュース チャンネル」に
　　アクセスし「メンバーになる」ボタンをクリックしてください。
　　その後、画面の指示に沿ってお支払い情報を入力し完了となります。
---------------------------------------------------------------------------------------------------------

★ホームページ
https://tora8.co.jp

★Twitter
https://twitter.com/toranomon8

#虎ノ門ニュース  #虎8 
#武田邦彦 #竹田恒泰","['虎ノ門', '虎8', 'ニュース', '武田邦彦', '竹田恒泰']",https://i.ytimg.com/vi/m8GTqm4ID74/hqdefault.jpg,25,195921,6451,291,PT1H39M21S,False,真相深入り! 虎ノ門ニュース,参院;参院選,2.0,195921
yih89-Ol2f0,2025-07-18T09:11:04Z,UC8yHePe_RgUBE-waRWy6olw,PIVOT 公式チャンネル,【参院選・直前議席予測：自公過半数割れの確率は95％】自公41議席で大惨敗の理由／国民17議席、参政14議席へ躍進／1人区での地殻変動／石破退陣は不可避／高市総裁誕生の可能性アップ／連立するなら国民か,"▼PIVOTアプリなら、バックグラウンド再生、ダウンロード機能、音声モード再生が無料。視聴ごとにマイルが貯まり、Amazonギフト券などの特典と交換できます。アプリダウンロードはこちら↓（無料）
https://4x9f.adj.st/episode_id=13149?adj_t=1q8sf1qz

収録日：7/18 　9時

＜ゲスト＞
鈴木邦和｜選挙ドットコム編集長
1989年生まれ、東京大学工学部卒。2012年 政治サイト「[日本政治.com](http://xn--5bv6nu5ax4m.com/)」起業.。2017年 東京都議会議員に初当選（1期）。現在は自治体DXの仕事にも従事。

＜目次＞
0:00　オープンニング
0:33　自公過半数割れの確率は95%
10:29　無党派層の見極めが大事
13:55　無党派層の女性がカギを握る
23:22　参政党 全選挙区出馬の狙い
30:24　投票率はどうなる？
33:00　自民惨敗で石破首相は退陣するか？
35:27　自民 野党のシナリオ
39:33　自民の女性票獲得戦略

＜関連動画＞
【参院選最新予測：自公過半数割れの確率は70％】https://youtu.be/AkLavREUW_M

【玉木雄一郎と分析する、SNS政治のリアル】
https://www.youtube.com/watch?v=M12LwU-3cgc

【玉木雄一郎と予測する、SNS政治の未来】
https://www.youtube.com/watch?v=sitdig1nJME

#参院選 #選挙#自民党#石破茂#参政党 #参議院 #政治  #経済 #政策 #物価高 #投資 #社会保障 #総理 #ピボット #pivot","['参院選', '選挙', '参政党', '石破茂', '参議院', '政治', '自民党', '経済', '政策', '物価高', '投資', '社会保障', '総理', 'ピボット', 'pivot']",https://i.ytimg.com/vi/yih89-Ol2f0/hqdefault.jpg,26,192442,3971,960,PT45M14S,False,PIVOT 公式チャンネル,参政党;参院;参院選;投票;東京;玉木;石破;自民;自民党;茂;雄一郎,11.0,192442
p614tUn-cqA,2025-07-18T10:01:45Z,UCL9PYKYGmPnCnkXpECsfXSA,須田慎一郎のウラドリ!,石破おろし本格化！参院選で自民大敗→石破退陣の流れが超濃厚になってきました。自民党内部の様子もお伝えします。,"※チャンネル登録をよろしくお願いいたします。

今回始まりました「須田慎一郎のウラドリ！」
このチャンネルでは政治、経済、国際問題
さらに芸能から裏社会に至るまで取材するユーチューバー須田慎一郎が
ウラをとって皆さんにお伝えする新番組です。
・世の中に蔓延る「フェイクニュース」に騙されない！
・根拠のないニュースを垂れ流す「オールドメディア」に騙されない！
・政治家の詭弁、財務省のシナリオに騙されない！
「真実は細部に宿る」をモットーに須田慎一郎がニュースの裏をとってお伝えする「ウラドリ！」

どうぞご視聴ください。","['参院選', '石破総理', '選挙']",https://i.ytimg.com/vi/p614tUn-cqA/hqdefault.jpg,25,155217,8252,1098,PT11M11S,False,真相深入り! 虎ノ門ニュース,,,155217
shk7l9IfSZ4,2025-07-18T09:00:34Z,UC35BdvE8Q4G5nLo0X1nBW5w,SAMEJIMA TIMES,【参院選】石破にトドメを刺す“特別な選挙区”はここだ！大連立を潰す自民党クーデター計画の全貌,"政治の裏側を知りたいあなたへ。
新聞協会賞を受賞した元朝日新聞政治部デスクが、難解な政治をわかりやすく、面白く解説します！
最新の政治ニュースから深掘りした先取り解説まで、ここでしか見られない内容をお届け。
■ 講演執筆のお問い合わせはウェブサイトへ→https://samejimahiroshi.com/講演・執筆・寄付/
■これだけみれば政治がわかる！最新政治ニュースを毎日コンパクトに解説『政治を斬る』
■日曜夜に1週間の政治をランキングで軽快に振り返る『ダメダメTOP10』
■ サブチャンネル講演対談編はこちら→ https://www.youtube.com/channel/UCEvM_qPcqPodkpFSarn55lQ
■ ご寄付等はこちら→https://samejimahiroshi.com/donate-20210601/
■ Twitter  https://twitter.com/SamejimaH

鮫島浩/政治ジャーナリスト。
朝日新聞政治部次長を歴任し新聞協会賞受賞。日本の政治をもっと理解しやすく伝えることを目指し、政治解説動画を連日配信しています。時に挑戦的に、時にユーモアを交えながら、政治ニュースを深掘りし、先取りして解説していきます。2021年に49歳で独立して『SAMEJIMA TIMES』を開設。1994年に京都大学法学部を卒業し朝日新聞入社。菅直人、竹中平蔵、古賀誠、与謝野馨、町村信孝ら与野党の幅広い政治家を担当。2010年に39歳の異例の若さで政治部デスクとなり、2012年に特別報道部デスクへ。数多くの調査報道を指揮し「手抜き除染」報道で新聞協会賞受賞。サンデー毎日やプレジデントオンラインに寄稿し、テレビ朝日やABEMAに出演多数。巨大新聞社の崩壊過程を赤裸々に描いた『朝日新聞政治部』（講談社）はベストセラーに。近著に『あきらめない政治』『政治家の収支』。泉房穂氏と共著『政治はケンカだ！』

#参院選2025 #和歌山の乱 #鹿児島の乱 #自公惨敗
#鮫島タイムス","['鮫島浩', '鮫島タイムス', '政治', '朝日新聞政治部', 'れいわ新選組', '選挙', '財務省', '国会', '政局', 'ニュース', '高橋洋一', '政治解説', '政治系YouTuber', '日本', '政治エンタメ']",https://i.ytimg.com/vi/shk7l9IfSZ4/hqdefault.jpg,25,154497,5166,808,PT10M6S,False,自民党,,,154497
OME_fgj_3I8,2025-07-18T10:29:34Z,UCECfnRv8lSbn90zCAJWC7cg,髙橋洋一チャンネル,7/18LIVE！いよいよ明後日は参院選,"🎙️ ストリーミングを始めたばかりですか、それともレベルアップを目指していますか？StreamYardをチェックして、$10の割引をゲット！😍 https://streamyard.com/pal/d/5645263100313600

動画講座はこちらから
https://www.dogaedit.com/
----------------------------------------------------------------------------------------------------------------------
オンラインサロン
超実践！髙橋洋一の政経塾
２次募集開始！お申し込みはこちらから！
https://lounge.dmm.com/detail/8458/
----------------------------------------------------------------------------------------------------------------------
動画制作スタッフ募集中【フルリモート】
応募は以下より
https://en-gage.net/smite_career/work_13475445/?via_recruit_page=1&banner=1
----------------------------------------------------------------------------------------------------------------------
新刊『明解！金融講義 世界インフレ時代のお金の常識・非常識』
発売中　定価：1980円（税込）発行所：ソシム株式会社
www.amazon.co.jp/dp/4802614942

髙橋洋一交遊録はメンバーシップで配信中！
入会は以下よりお願いします。
https://www.youtube.com/channel/UCECfnRv8lSbn90zCAJWC7cg/join

サブチャンネル　映画の話チャンネル
https://www.youtube.com/channel/UC96k9Yf5CFVlIY1i_JaEsGw?guided_help_flow=3

ニコニコ
ーーーーーーーーーーーーーーーーーーー
▼髙橋洋一ライブチャンネル
https://ch.nicovideo.jp/takahashiyoichi

▼チャンネルの入会はこちら！
https://ch.nicovideo.jp/takahashiyoichi/blomaga/ar2032690

※この動画の無断転載を禁じます。
【切り抜き禁止】切り抜きは一切許諾しておりませんのでよろしくお願いします。
------------------------------------------------------------------------------------------------
製作・運営：(株)ジェットストリーミング
https://www.jetstreaming.jp/

#高橋洋一　#髙橋洋一チャンネル　#参院選　#選挙　#参議院　#正義のミカタ",[],https://i.ytimg.com/vi/OME_fgj_3I8/hqdefault.jpg,25,148092,8500,563,PT26M45S,False,自民党,,,148092
