id,published at,channel Id,channelTitle,title,description,tags,thumbnailUrl,category Id,view count,like count,comment count,duration,caption,channelLabel,matched_terms,matched_count,view_count_numeric
RFDtaoYdciY,2025-07-19T11:13:03Z,UCjrN-o1HlLk22qcauIKDtlQ,参政党,参院選2025  参政党  ラスト街宣LIVE ＠東京  芝公園  第一部  17日間47都道府県ドキュメント  18時スタート  芝公園街頭演説  18時半スタート,"本日選挙戦最終日。23時59分まで、ご家族、ご友人、一人でも多くの皆さんに参政党の想いをお伝え下さい。

／
日本の未来を変えるため、参政党は全ての都道府県に
参院選の候補者を立てています。
＼
参院選特設サイト👉　https://sanseito.jp/sanin_election_27/

💫期日前投票始まってます！！
 投票日は7/20

参議院選挙は「2枚の投票用紙」で投票します！
❶ まずは投票所に行きましょう
❷ 投票所で投票用紙が【2枚】渡されます！

✅1枚目は「選挙区」→ 
地元の候補者の名前を書きます
（参政党は47都道府県すべてに候補者がいますので
必ず書いていただけます！）

✅2枚目は「比例代表」→
 「参政党」と書くor応援したい「比例候補者」
の名前を書きます！

✍️名前は 漢字でもひらがなでもOK！

聞いたことのない難しい用語や仕組みで
ややこしい！と思われる方のために
神谷代表からの解説動画もよければご覧ください！
https://youtube.com/shorts/PNAhMNRELWc?feature=share

#日本人ファースト
#日本人ファースト参政党
#参政党旋風
#参院選

🎌🌸🗻━━…‥・
　壊れゆく日本を守るため、
　日本人ファーストの政治家を
　1人でも多く国会に送り込みたい！
　　　　　　　　・‥…━━🗻🌸🎌
👇️参議院選挙クラウドファンディング👇️
https://congrant.com/project/sanseito/17367

ーーーーーーーーーーーーーーーーーーーーーーーーー
参政党　～国政政党～
【参政党に参加する↓】
https://www.sanseito.jp/participation/

◎参政党　公募ページはコチラ↓
https://www.sanseito.jp/recruitment/

◎参政党イベント情報ページ
https://www.sanseito.jp/eventc/

◎参政党を応援！献金ページ
https://www.sanseito.jp/donation/

◎入党方法や様々な情報はコチラから
https://www.sanseito.jp/

▼公式Twitter（@sansei411）
https://twitter.com/sansei411
▼公式Instagram（@sanseito）
https://www.instagram.com/sanseito
▼公式Facebook
https://www.facebook.com/sanseito2020
▼公式LINE
https://line.me/R/ti/p/@sanseito
▼公式TikTok
https://www.tiktok.com/@sanseito

このプロジェクトを始めるまでの経緯や思いをブログと音声にしました！

◎神谷宗幣ブログ
https://www.kamiyasohei.jp/blog/

◎音声（デイリー神谷特別編）
https://ishikikaikaku.jp/PartyDIY01.mp3 

〈リンクはコチラ〉
CGS-チャンネルグランドストラテジー-
https://www.youtube.com/user/ChGrandStrategy

#神谷宗幣
#赤坂ニュース 
#参政党","['記者会見', '参政党', '神谷宗幣', '政党', '政治', '教育', '国会', '衆議院', '参議院', '選挙', 'ニュース', 'news', 'さんせいとう', 'sanseito', '歴史']",https://i.ytimg.com/vi/RFDtaoYdciY/hqdefault.jpg,25,696697,43824,2961,PT2H3M22S,False,参政党,候補者;参政党;参議院選挙;参院;参院選;宗;投票;期日前投票;東京;比例代表;神谷,11.0,696697
pZe2akl3qCE,2025-07-19T04:30:02Z,UCBKn5J5o01uBYzwuC7HnUbQ,撮って出しニュース,【緊急速報】選挙翌日に首相辞任か？歴史的大敗で２１日会見！そんな中、石破首相はお礼電話の謎行動…須田慎一郎解説【参院選】,"※撮影：７月１９日

ニュース解説を出来るだけ早く発信するチャンネル「撮って出しニュース」
解説者：須田慎一郎

#参院選 #石破首相 #辞任 #内閣総辞職 #自民党 
#自民惨敗 #自民大敗  #参院選2025 #須田慎一郎

「撮って出しニュース」公式Xアカウント
https://x.com/soocnews","['撮って出しニュース', '須田慎一郎', 'soocnews', 'ニュース', '最新', '時事', '政府', 'メディア', '新聞', '保守', '自民党', '日本', 'アメリカ', '参議院選挙', '虎ノ門ニュース', 'ニューソク', '石破茂', '石破内閣', '石破首相', '石破総理', '参院選2025']",https://i.ytimg.com/vi/pZe2akl3qCE/hqdefault.jpg,25,500200,15293,2405,PT12M23S,False,撮って出しニュース,参議院選挙;参院;参院選;石破;自民;自民党;茂,7.0,500200
Gwtl1hgR6kA,2025-07-19T10:02:17Z,UCECfnRv8lSbn90zCAJWC7cg,髙橋洋一チャンネル,7/19　参院選前夜スペシャルLIVE！自公ボロ負け大胆予想を解説します,"🎙️ ストリーミングを始めたばかりですか、それともレベルアップを目指していますか？StreamYardをチェックして、$10の割引をゲット！😍 https://streamyard.com/pal/d/5645263100313600

サブチャンネル　映画の話チャンネル
https://www.youtube.com/channel/UC96k9Yf5CFVlIY1i_JaEsGw?guided_help_flow=3

ニコニコ
ーーーーーーーーーーーーーーーーーーー
▼髙橋洋一ライブチャンネル
https://ch.nicovideo.jp/takahashiyoichi

▼チャンネルの入会はこちら！
https://ch.nicovideo.jp/takahashiyoichi/blomaga/ar2032690

※この動画の無断転載を禁じます。
【切り抜き禁止】切り抜きは一切許諾しておりませんのでよろしくお願いします。
------------------------------------------------------------------------------------------------
製作・運営：(株)ジェットストリーミング
https://www.jetstreaming.jp/

#高橋洋一　#髙橋洋一チャンネル　#参院選　#選挙　#参議院　#自民党　#参政党　#正義のミカタ",[],https://i.ytimg.com/vi/Gwtl1hgR6kA/hqdefault.jpg,25,365915,14279,876,PT29M32S,False,高橋洋一チャンネル,参政党;参院;参院選;自民;自民党;高橋,6.0,365915
66XALKEKYqA,2025-07-19T01:47:23Z,UCG_oqDSlIYEspNpd2H4zWhw,ReHacQ−リハック−【公式】,【百田尚樹vs高橋弘樹】日本保守党にNG無し質問！【ReHacQvs日本保守党】,"ひろゆき、成田悠輔、後藤達也…、新たな視点で経済・社会を見つめ直すビジネス動画メディア「ReHacQ」！

【あつまれ！無党派の森】
無党派層の皆さんに政党に対してNGなしで質問を募集して答えていただく番組です。
第13回は 日本保守党百田尚樹代表にお越しいただき、生放送でお話を伺います。 

出演者：百田尚樹(日本保守党代表)
　　　　高橋弘樹

▼関連動画▼
【小川淳也vs高橋弘樹】立憲民主党にNG無し質問！【ReHacQvs立憲民主党】
https://youtube.com/live/RK8MAVm9Bpo

【福島みずほvs高橋弘樹】社会民主党にNG無し質問！【ReHacQvs社民党】
https://www.youtube.com/live/lakGjhOBAdw?feature=shared

【神谷宗幣vs高橋弘樹】参政党にNG無し質問！【西田亮介vs参政党】
https://youtube.com/live/sXNTlkaZOYo

【日本誠真会vs高橋弘樹】日本誠真会にNG無し質問！【ReHacQvs吉野としあき】
https://youtube.com/live/sbvCaoV8dpM

【日本改革党vs高橋弘樹】日本改革党にNG無し質問！【ReHacQvsくつざわ亮治】
https://youtube.com/live/At1SrtO-iC8

【立花孝志vs高橋弘樹】NHK党にNG無し質問！【ReHacQvsNHK党】
https://youtube.com/live/_qzFJpEy_rI

【無所属連合vs高橋弘樹】無所属連合代表にNG無し質問！【ReHacQvsうつみさとる】
https://youtube.com/live/_fABllBX-34

【石丸伸二vs高橋弘樹】再生の道にNG無し質問！※本編は30:31~になります【ReHacQvs再生の道】 
https://youtube.com/live/KihRlwlSPCI

【安野たかひろvs高橋弘樹】チームみらいにNG無し質問！【ReHacQvsチームみらい】
https://youtube.com/live/Od5lilMArLU

【吉村洋文vs高橋弘樹】緊急生配信 日本維新の会にNG無し質問！【ReHacQvs日本維新の会】
https://www.youtube.com/live/_27klF6H22Q

【玉木雄一郎vs高橋弘樹】国民民主党にNG無し質問！朝まで生たまき【西田亮介】
https://youtube.com/live/CxDT2FaGi8o

●ReHacQアプリ　登録お願いします！
＜無料会員登録＞
・iOS版URL
https://apps.apple.com/jp/app/rehacq/id6738078112
・Android版URL
https://play.google.com/store/apps/details?id=jp.co.tonari.rehacq
・WEB版URL
https://rehacq.com/home

＜有料会員登録はこちらから↓＞
https://rehacq.com/settings/plan-list

●Xでは今後のラインナップなどお知らせします！
https://twitter.com/ReHacQ

●番組タイアップ等のお問い合わせはこちら
https://to-na-ri.jp/

#日本保守党 #百田尚樹 #参院選 #北村晴男 #ReHacQ #リハック #ひろゆき #成田悠輔 #後藤達也","['ReHacQ', 'ReHack', 'ひろゆき', '成田悠輔', '後藤達也', '日経テレ東大学', 'リハック', '高橋弘樹', '経済', 'ビジネス', '起業', 'スタートアップ', '投資', '転職']",https://i.ytimg.com/vi/66XALKEKYqA/hqdefault.jpg,24,289805,16359,1186,PT1H42M11S,False,ReHacQ−リハック−【公式】,伸二;再生の道;参政党;参院;参院選;国民民主党;孝志;宗;日本保守党;日本維新の会;玉木;石丸;社会民主党;神谷;立憲民主党;立花;雄一郎;高橋,18.0,289805
4zJOu26EaAg,2025-07-19T08:34:11Z,UCBKn5J5o01uBYzwuC7HnUbQ,撮って出しニュース,【参院選】大敗確定の自民は内部分裂！選挙後の連立は立憲民主党か国民民主党か…水面下の動きを解説【須田慎一郎】,"ニュース解説を出来るだけ早く発信するチャンネル「撮って出しニュース」
解説者：須田慎一郎

#参院選 #自民惨敗 #大連立 #自民党 #公明党 #立憲民主党 #国民民主党
#石破首相 #辞任 #内閣総辞職 #自民大敗  #参院選2025 #須田慎一郎

「撮って出しニュース」公式Xアカウント
https://x.com/soocnews","['撮って出しニュース', '須田慎一郎', 'soocnews', 'ニュース', '最新', '時事', '政治', '経済', '政府', '話題', 'マスコミ', 'テレビ', 'メディア', '新聞', '保守', '自民党', '立憲民主党', '国民民主党', '日本', 'アメリカ', 'トランプ大統領', '参議院選挙', '財務省', '虎ノ門ニュース', 'ニューソク']",https://i.ytimg.com/vi/4zJOu26EaAg/hqdefault.jpg,25,253966,8918,1101,PT12M54S,False,撮って出しニュース,公明党;参議院選挙;参院;参院選;国民民主党;石破;立憲民主党;自民;自民党,9.0,253966
IT25MZ__Xxg,2025-07-18T22:00:16Z,UClUSoUXnpx7rC63mBsAzZvg,大地獄悪 憂国VTuber,参議院選挙で嫌われすぎる石破首相がこちら,"ついに始まった2025年参議院選挙
気合入れて参加していきましょう！


無為こそが過激
この国では「政治に興味を持たない」「投票しない」
これこそが破滅的な思想なのではなかろうか

ニコニコチャンネルはこちら
https://ch.nicovideo.jp/officeTHC  
映画を一緒に見たりリアルイベントも予定しています

大地獄悪
Twitter→https://twitter.com/ochi_gokuo

【楽曲提供 株式会社光サプライズ】","['財務省', '自民党', 'れいわ新選組', '日本保守党', '国民民主党', 'こども家庭庁', '増税', '減税', '税金', '確定申告', '政治', 'マイナ保険証', '河野太郎', '売国奴', '竹中平蔵', '移民政策', '生活保護', '移民', '石破総理', '石破首相', '石破内閣', '岸田文雄', '中国共産党', '右翼', '左翼', '暫定税率']",https://i.ytimg.com/vi/IT25MZ__Xxg/hqdefault.jpg,25,236719,8796,672,PT4M17S,False,自民党,,,236719
OjDEakj5GJk,2025-07-19T01:00:35Z,UCuSPai4fj2nvwcCeyfq2sIA,真相深入り! 虎ノ門ニュース,【決意と覚悟】※緊急独占インタビュー※  高市早苗×須田慎一郎（虎ノ門ニュース）,"「真相深入り！虎ノ門ニュース」は
地上波では報じられない世の中の真相を皆様にお届けする番組です。 

現在は毎週火曜・金曜の週２配信となっていますが、ゆくゆくはより多くの情報を皆様にお届けできるよう配信日を増やしていきたいと思っています。

配信回数を増やせるようにメンバーシップ限定配信もやっていますので、よろしくお願いいたします！


取材：須田慎一郎（経済ジャーナリスト）
取材日：2025年7月18日


＜比較用：石破首相の応援演説＞
https://youtu.be/wZ_BZjKNyfU


---------------------------------------------------------------------------------------------------------
★メンバーシップ会員 大募集中！★
金額：①590円/月
　　　②990円/月
特典：・メンバー限定のライブ配信
　　　　　プラン①：金曜日
　　　　　プラン②：火曜日・金曜日
　　　・メンバー限定のアンケート
下記チャンネルページより加入できますので、
応援のほど、よろしくお願いいたします！
 @toranomonnews  

注）iPhoneやiPadなどのiOS版からは
　　メンバー登録が行えない、また手数料が別途発生し
　　価格が通常より高くなる可能性がございます。
　　
　　その場合はPCからYouTubeの「真相深入り! 虎ノ門ニュース チャンネル」に
　　アクセスし「メンバーになる」ボタンをクリックしてください。
　　その後、画面の指示に沿ってお支払い情報を入力し完了となります。
---------------------------------------------------------------------------------------------------------

★ホームページ
https://tora8.co.jp","['虎ノ門', 'ニュース', '須田慎一郎', '参院選', '自民党', '高市早苗', '総裁選']",https://i.ytimg.com/vi/OjDEakj5GJk/hqdefault.jpg,25,231586,6604,1545,PT23M34S,False,真相深入り! 虎ノ門ニュース,参院;参院選;石破;自民;自民党,5.0,231586
Fv2IoggUQ8c,2025-07-18T15:00:06Z,UC6AG81pAkf6Lbi_1VC5NmPA,TBS NEWS DIG Powered by JNN,農業票の行方…終盤情勢は　複数区でも変化 与党過半数割れの可能性【7月18日(金)#報道1930】,"7月18日(金)に放送されたBS-TBS「報道1930」の番組内容を配信します。

『農業票の行方…終盤情勢は　複数区でも変化 与党過半数割れの可能性』

▽大物議員らが次々と応援演説に...令和のコメ騒動に揺れる山形県で起きている異変
▽参院でも自公過半数割れの可能性　辞任?大連立?石破総理の決断は
▽どうなる?“ポスト石破”レース　参院選後の政局の行方

#田﨑史郎（政治ジャーナリスト）
#佐藤千矢子（毎日新聞 専門編集委員）
#米重克洋（JX通信社 代表取締役）

#参議院選挙　#票田　#農業票　#複数区　#ポスト石破

詳しくはHPへ👇
https://bs.tbs.co.jp/houdou1930/
インスタグラムはこちら👇
http://instagram.com/houdou1930/
TikTokはこちら👇
http://tiktok.com/@bstbs1930

▼TBS NEWS DIG 公式サイト　https://newsdig.tbs.co.jp/

▼チャンネル登録をお願いします！
http://www.youtube.com/channel/UC6AG81pAkf6Lbi_1VC5NmPA?sub_confirmation=1

▼情報提供はこちらから「TBSインサイダーズ」
https://www.tbs.co.jp/news_sp/tbs-insiders.html

▼映像提供はこちらから「TBSスクープ投稿」
https://www.tbs.co.jp/news_sp/toukou.html

#ニュース #news #TBS #newsdig","['ニュース', 'NEWS', 'TBS', 'NEWSDIG', 'TBSNEWSDIG', '報道', '最新ニュース']",https://i.ytimg.com/vi/Fv2IoggUQ8c/hqdefault.jpg,25,218253,1147,649,PT1H5M10S,False,TBS NEWS DIG Powered by JNN,参議院選挙;参院;参院選;石破,4.0,218253
ubFHl2C5yDE,2025-07-19T02:00:49Z,UCsZKi2GpqSOE4SsjlId9gCg,昭和ヒットスタジオ,【見苦しい居座り】石破首相、参院選前に異例の緊急会見予告…政権延命の演出に国民から冷笑,"ニュースでは語られない政治の裏側、知りたくありませんか？

当チャンネルでは、最新の政治ニュースに対して、独自の視点から深掘りした考察を行っています。視聴者にとって有益な情報をお届けし、ニュースを超えた真実に迫ります。ぜひチャンネル登録をして、価値ある情報を手に入れてください！

コメントポリシーおよび責任の限定
当チャンネルでは、政治的な意見を自由に議論できる場を提供していますが、他者の権利を侵害しない範囲でのコメントに限ります。投稿されたコメントの内容について、真偽や正確性の保証はなく、視聴者の判断において利用してください。また、提供される情報は信頼できる情報源に基づいていますが、完全な正確性は保証されません。

チャンネルの目的および免責事項
客観的な視点で政治情報を提供しており、特定の人物や団体を批判する目的は一切ありません。政治情勢が変動するため、情報が常に最新であるとは限りません。

著作権および引用に関するポリシー
当チャンネルで使用するすべてのコンテンツは、各権利所有者に帰属しています。文化庁およびYouTubeのガイドラインに基づき、問題が発生した場合は迅速に対応します。また、他のコンテンツと類似している場合があっても、それは独自の調査に基づいたものであり、意図したものではありません。

その他
©VOICEVOX：青山龍星,Nemo,雨晴はう","['高市早苗', '石破茂', '岸田文雄', '麻生太郎', '小泉進次郎', '青山繁晴', '高橋洋一', '須田慎一郎', '武田邦彦', '日本保守党', '百田尚樹', '有本香', '飯山あかり']",https://i.ytimg.com/vi/ubFHl2C5yDE/hqdefault.jpg,25,187921,2997,1066,PT20M45S,False,自民党,,,187921
0GeBnbfRz2U,2025-07-19T08:43:30Z,UCFo4kqllbcQ4nV83WCyraiw,中田敦彦のYouTube大学 - NAKATA UNIVERSITY,【吉村洋文】国民民主と維新の決定的な違いとは？無借金改革vs国債減税！「103万の壁潰し」への猛反論！,"【動画目次】
0:00 ダイジェスト
0:46 誤解される維新
2:56 特権破壊型 × 道州制思想党
9:50 「痛みを伴う改革」への抵抗か、誤解か
16:13 国民民主と維新の決定的な違い
21:55 疲弊した国民とポピュリズムの嵐
25:05 根本思想「無借金改革」
32:46 「103万の壁潰し」への反論
41:51 医療制度の問題
46:36 関西以外の演説
50:32 党首討論
54:32 終わりに

【参院選2025 完全解説&予想】
https://youtu.be/b_1KHNPsuY0

【小泉進次郎さん対談】
https://youtu.be/Nc2l2y54KJk

【玉木雄一郎さん対談】
https://youtu.be/fnOginFeQ-4

【吉村洋文さん対談】
https://youtu.be/0GeBnbfRz2U

YouTubeメンバーシップはこちら
youtube.com/channel/UCFo4kqllbcQ4nV83WCyraiw/join

中田敦彦のトークチャンネルはこちら
https://www.youtube.com/@nakatatalks

中田敦彦公式サイトはこちら
https://www.nakataatsuhiko.com","['#中田敦彦', '#オリエンタルラジオ', '#オリラジ', '#RADIOFISH', '歴史', '世界史', '日本史', '授業', '勉強', '受験', '教育', '自己啓発', '講演', 'エクストリーム授業', '経済', 'ビジネス', '文学', '現代社会', '成功', '哲学', '教育系', 'PROGRESS', 'お金', 'XENO', '経営', 'YouTube大学', '偉人', '芸術', '日本', '東京', 'JAPAN', 'TOKYO', '心理', '人間関係', 'コミュニケーション', '成長', '政治', '時事', '社会', 'ニュース', '健康', 'テクノロジー', '漫画', 'アニメ', '医学', 'WinWinWiiin', '仕事', '投資', 'シンガポール', '藤森慎吾', 'オリラジ', '参院選2025', '参院選', '選挙', '国民民主党', '日本維新の会', '玉木雄一郎', '吉村洋文']",https://i.ytimg.com/vi/0GeBnbfRz2U/hqdefault.jpg,24,187784,8834,2627,PT59M,False,中田敦彦のYouTube大学,参院;参院選;国民民主党;日本維新の会;東京;玉木;雄一郎,7.0,187784
